"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL182686";"";"0";"550.77";"2";"6.12";"rac 37";"CS(=O)(=O)c1ccccc1-c1ccc(CN[C@H]2CCC[C@@H]2C(=O)NCc2ccc(-c3cccs3)s2)cc1";"Ki";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834126";"Inhibitory constant against voltage-gated sodium channel Nav1.7 in electrophysiology assays (EP)";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143509";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL361138";"";"0";"581.74";"2";"5.33";"rac 44";"Cc1ccccc1-c1ccc(CNC(=O)[C@H]2CCC[C@@H]2C(=O)NCc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1";"Ki";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834126";"Inhibitory constant against voltage-gated sodium channel Nav1.7 in electrophysiology assays (EP)";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143509";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL287833";"";"0";"273.27";"0";"2.62";"4-(4-fluorophenoxy)benzaldehyde semicarbazone";"NC(=O)N/N=C/c1ccc(Oc2ccc(F)cc2)cc1";"Ki";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"23.58";"0.44";"3.82";"8.40";"0";"CHEMBL1226086";"Binding affinity to human Nav1.7";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221361";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL1224435";"";"0";"365.33";"0";"4.58";"2";"O=C1NC(=O)/C(=C/c2cccc(-c3ccccc3OC(F)(F)F)c2)S1";"Ki";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"21.07";"0.42";"3.12";"13.90";"0";"CHEMBL1226086";"Binding affinity to human Nav1.7";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221361";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL1224198";"";"0";"331.73";"0";"4.06";"2";"NC(=O)n1ccc(-c2ccc(Oc3ccc(Cl)cc3F)cc2)n1";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"23.77";"0.47";"3.83";"11.24";"0";"CHEMBL1225825";"Inhibition of human Nav 1.7 channel by electrophysiology";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221355";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";"None";""
"CHEMBL2152684";"";"0";"436.49";"0";"4.70";"12";"CC(C)C[C@H](NC(N)=O)C(=O)Nc1cccc(-c2ccc(Oc3ccc(F)cc3)cc2)n1";"Ki";"'='";"257.0";"nM";"6.59";"";"";"UO_0000065";"15.10";"0.28";"1.89";"6.20";"0";"CHEMBL2153996";"Blockade of Nav1.7 by electrophysiological patch clamp assay";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2151011";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL2152691";"";"0";"368.36";"0";"2.97";"72";"O=C(Nc1cccc(-c2ccc(Oc3ccc(F)cc3)cc2)n1)C(O)CO";"Ki";"'='";"143.0";"nM";"6.84";"";"";"UO_0000065";"18.58";"0.35";"3.87";"7.47";"0";"CHEMBL2153996";"Blockade of Nav1.7 by electrophysiological patch clamp assay";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2151011";"1";"Scientific Literature";"ACS Med. Chem. Lett.";"2012";"None";""
"CHEMBL426790";"";"0";"567.71";"2";"5.02";"rac 43";"NS(=O)(=O)c1ccccc1-c1ccc(CNC(=O)[C@H]2CCC[C@@H]2C(=O)NCc2ccc(-c3ccccc3)cc2)cc1";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834126";"Inhibitory constant against voltage-gated sodium channel Nav1.7 in electrophysiology assays (EP)";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143509";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL1813048";"";"0";"516.52";"1";"4.97";"52";"CC(=O)Nc1cccc(Nc2ncnc(N3CCC(OCc4ccc(OC(F)(F)F)cc4)CC3)n2)c1C";"Ki";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"12.39";"0.24";"1.43";"6.30";"0";"CHEMBL1817407";"Displacement of [3H]N-(3-(4-(4-(Benzyloxy)piperidin-1-yl)-1,3,5-triazin-2-ylamino)-phenyl)acetamide from human Nav1.7 expressed in human HEK293 cells after 1 hr by MicroBeta analyzer";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1811851";"1";"Scientific Literature";"J. Med. Chem.";"2011";"CHEMBL3307715";""
"CHEMBL206209";"";"0";"421.46";"0";"4.61";"34";"O=C(NCc1ccc(OC(F)(F)F)cc1)[C@@H]1CCC[C@H]1C(O)CCc1ccccc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL866524";"Inhibition of peripheral nerve sodium channel NaV1.7";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4296";"Sodium channel protein type IX alpha subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138981";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
