"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL421719";"";"None";"450.67";"1";"6.18";"PD-32577";"CC(C)(c1ccc(O)c(CN2CCCCCC2)c1)c1ccc(O)c(CN2CCCCCC2)c1";"IC50";"'='";"970.0";"nM";"6.01";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752905";"Inhibition of N-type calcium channel in IMR-32 human neuroblastoma cell";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132091";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL310763";"";"None";"645.89";"2";"7.93";"14";"O=C(NCC(c1ccc(O)c(CN2CCCCCC2)c1)c1ccc(O)c(CN2CCCCCC2)c1)C(c1ccccc1)c1ccccc1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752905";"Inhibition of N-type calcium channel in IMR-32 human neuroblastoma cell";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132091";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL4294178";"";"None";"405.54";"1";"5.70";"26";"COc1ccccc1-n1nc(C2CC(C)(C)OC(C)(C)C2)cc1-c1ccc(C)nc1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"12.05";"0.22";"-0.81";"9.94";"0";"CHEMBL4260512";"Inhibition of high frequency stimulation-induced Cav2.2 (unknown origin) expressed in HEK293 cells at -80 mV holding membrane potential by automated patch clamp assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257570";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL382629";"";"None";"379.41";"0";"4.70";"7m";"CC1=NC(C)=C(C(=O)O)C(c2ccoc2)/C1=C(\O)OC/C=C/c1ccccc1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL864733";"Inhibitory activity against N-type calcium channel by calcium influx into IMR32 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149455";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307656";""
"CHEMBL311867";"";"None";"588.84";"2";"7.03";"5";"CC(C)=CCN(c1ccc(OCc2ccccc2)cc1)C1CCN(C(=O)[C@H](CC(C)C)NC(=O)N2CCCCCC2)CC1";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752908";"Inhibition of N-type calcium channels in IMR32 human neuroblastoma cells";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132688";"1";"Scientific Literature";"J Med Chem";"1999";"None";""
"CHEMBL3092212";"";"None";"534.55";"1";"3.31";"19, cis-rac-19";"C[C@@H]1[C@H](N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CN1C(=O)c1cc(F)ccc1S(C)(=O)=O";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"12.01";"0.25";"3.11";"6.99";"0";"CHEMBL3096559";"Inhibition of Cav2.2-mediated calcium influx in HEK cells by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091454";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"CHEMBL3307715";""
"CHEMBL250699";"";"None";"357.79";"0";"4.87";"A-803467";"COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL925893";"Inhibition of Cav2.2 channel";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142222";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";""
"CHEMBL300626";"";"None";"702.98";"2";"7.48";"1c";"CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N1CCN(Cc2ccccc2)CC1)N(C)Cc1ccc(C(C)(C)C)cc1";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL750217";"In vitro antagonism of N-type voltage sensitive calcium channel in IMR-32 assay using fluorescent [Ca2+] indicator Indo-11 in the presence of 5 uM nitrendipine";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131770";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL132818";"";"None";"463.67";"1";"5.40";"11";"CC(C)=CCN(c1ccc(OCc2ccccc2)cc1)C1CCN(C(=O)[C@@H](N)CC(C)C)CC1";"IC50";"'='";"670.0";"nM";"6.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752908";"Inhibition of N-type calcium channels in IMR32 human neuroblastoma cells";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132688";"1";"Scientific Literature";"J Med Chem";"1999";"None";""
"CHEMBL52199";"";"None";"652.92";"2";"6.75";"4d";"CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NC1CCN(Cc2ccccc2)CC1)N(C)C1CCCCC1";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL750217";"In vitro antagonism of N-type voltage sensitive calcium channel in IMR-32 assay using fluorescent [Ca2+] indicator Indo-11 in the presence of 5 uM nitrendipine";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131770";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL315003";"";"None";"500.73";"2";"5.24";"21";"CC(C)CCN(c1ccc(O)cc1)C1CCN(C(=O)[C@H](CC(C)C)NC(=O)N2CCCCCC2)CC1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752902";"Inhibition of N-type Voltage Sensitive Calcium Channel (VSCC) using IMR-32 assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL82536";"";"None";"589.87";"2";"7.14";"10";"CC(C)CCN(c1ccc(NCc2ccccc2)cc1)C1CCN(C(=O)[C@H](CC(C)C)NC(=O)N2CCCCCC2)CC1";"IC50";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752902";"Inhibition of N-type Voltage Sensitive Calcium Channel (VSCC) using IMR-32 assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132092";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL78546";"";"None";"535.73";"2";"7.50";"6";"CC(CCC(O)(c1ccccc1)c1ccccc1)(c1ccc(O)cc1)c1ccc(O)c(CN2CCCCCC2)c1";"IC50";"'='";"1800.0";"nM";"5.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL752905";"Inhibition of N-type calcium channel in IMR-32 human neuroblastoma cell";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132091";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";""
"CHEMBL234719";"";"None";"397.27";"0";"2.82";"29";"O=C1C[S+]([O-])C(c2ccc(F)c(Br)c2)N1CCc1ccccn1";"IC50";"'='";"29800.0";"nM";"4.53";"";"";"UO_0000065";"11.39";"0.27";"1.71";"8.04";"0";"CHEMBL891341";"Inhibition of calcium channel Cav2.2 in IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146318";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307656";""
"CHEMBL398157";"";"None";"326.46";"0";"4.29";"53";"Cc1ccc(-c2ncccc2C2SCC(=O)N2CC(C)C)cc1";"IC50";"'='";"1960.0";"nM";"5.71";"";"";"UO_0000065";"17.48";"0.34";"1.42";"17.19";"0";"CHEMBL891341";"Inhibition of calcium channel Cav2.2 in IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146318";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307656";""
"CHEMBL231826";"";"None";"342.46";"0";"3.99";"52";"COc1ccc(-c2ncccc2C2SCC(=O)N2CC(C)C)cc1";"IC50";"'='";"8930.0";"nM";"5.05";"";"";"UO_0000065";"14.74";"0.29";"1.06";"11.90";"0";"CHEMBL891341";"Inhibition of calcium channel Cav2.2 in IMR32 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"IMR-32";"None";"";"";"";"CHEMBL4478";"Voltage-gated N-type calcium channel alpha-1B subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146318";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307656";""
