"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL2112981";"";"0";"388.51";"0";"3.16";"20a";"C(=C/c1ccccc1)\CN1CCN(C[C@@H]2ON=C3c4ccccc4NC[C@H]32)CC1";"Ki";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL839936";"Binding affinity for serotonin transporter";"F";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142735";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL425324";"";"0";"524.62";"1";"4.13";"45k";"C/C(=C\c1ccccc1)CN1CCN(C[C@@H]2ON=C3c4ccc(OC(=O)c5ccncc5)cc4OC[C@H]32)CC1";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL839936";"Binding affinity for serotonin transporter";"F";"BAO_0000019";"assay format";"Rattus norvegicus";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142735";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL459165";"";"0";"276.38";"0";"3.64";"20";"c1ccc(CC2(c3ccc4cc[nH]c4c3)CCNC2)cc1";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"28.53";"0.51";"4.25";"28.35";"0";"CHEMBL944372";"Inhibition of SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152295";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL487355";"5-(3-BENZYLPYRROLIDIN-3-YL)-1H-INDOLE (STRUCTURAL MIX)";"0";"276.38";"0";"3.64";"(+)-16";"c1ccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)cc1";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"28.95";"0.52";"4.36";"28.76";"1";"CHEMBL944372";"Inhibition of SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152295";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL2112357";"";"0";"434.61";"1";"5.70";"15";"Cc1cc2c(OC[C@@H](O)CN3CC[C@@H](c4cccc5ccsc45)C[C@@H]3C)cccc2[nH]1";"Ki";"'='";"9.24";"nM";"8.03";"";"";"UO_0000065";"18.49";"0.35";"2.33";"16.57";"0";"CHEMBL615712";"Binding affinity at 5-HT reuptake site labeled with [3H]paroxetine";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137955";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL376113";"";"0";"443.44";"1";"7.16";"4r";"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)c(Cl)c4)s2)N3C)cc1";"Ki";"'='";"2940.0";"nM";"5.53";"";"";"UO_0000065";"12.47";"0.26";"-1.63";"34.29";"0";"CHEMBL890741";"Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715";""
"CHEMBL229436";"";"0";"419.55";"1";"5.76";"4o";"Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc([N+](=O)[O-])cc4)s2)N3C)cc1";"Ki";"'='";"1640.0";"nM";"5.79";"";"";"UO_0000065";"13.79";"0.26";"0.03";"9.76";"0";"CHEMBL890741";"Displacement of [125I]RTI-55 from human SERT expressed in HEK cells after 90 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146223";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715";""
"CHEMBL438321";"";"0";"284.28";"0";"4.21";"7n";"COC(=O)C1=C(c2ccc(C(F)(F)F)cc2)CCCC1";"Ki";"'='";"4710000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL893351";"Displacement of [125I]RTI55 from human SERT expressed in COS1 cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"COS-1";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148012";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2007";"CHEMBL3308351";""
"CHEMBL109517";"";"0";"279.43";"0";"4.53";"16c";"CN(C)C[C@@H]1C2CCC(C2)[C@H]1c1ccc2ccccc2c1";"Ki";"'='";"5.8";"nM";"8.24";"";"";"UO_0000065";"29.48";"0.54";"3.71";"254.22";"0";"CHEMBL808864";"Displacement of [3H]-citalopram from Serotonin transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136239";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL514759";"";"0";"306.41";"0";"3.65";"24";"COc1cccc(CC2(c3ccc4[nH]ccc4c3)CCNC2)c1";"Ki";"'='";"34.0";"nM";"7.47";"";"";"UO_0000065";"24.37";"0.44";"3.82";"20.16";"0";"CHEMBL944372";"Inhibition of SERT";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152295";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
