"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL267894";"AMOBARBITAL";"4.0";"226.28";"0";"1.18";"AMOBARBITAL";"CCC1(CCC(C)C)C(=O)NC(=O)NC1=O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909128";"DRUGMATRIX: Chemokine CXCR2 (IL-8B) radioligand binding (ligand: [125I] IL-8)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";""
"CHEMBL1372";"OXIGLUTATIONE";"4.0";"612.64";"3";"-3.88";"GLUTATHIONE, OXIDIZED FORM";"N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909128";"DRUGMATRIX: Chemokine CXCR2 (IL-8B) radioligand binding (ligand: [125I] IL-8)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";""
"CHEMBL64894";"GENTIAN VIOLET";"4.0";"407.99";"0";"4.46";"GENTIAN VIOLET";"CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-]";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909128";"DRUGMATRIX: Chemokine CXCR2 (IL-8B) radioligand binding (ligand: [125I] IL-8)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";""
"CHEMBL427888";"";"None";"413.43";"0";"2.08";"13";"CCC(Nc1c(Nc2cccc(C(=O)N(C)C)c2O)c(=O)c1=O)c1ccc(CO)o1";"IC50";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"20.69";"0.39";"6.47";"6.47";"0";"CHEMBL927214";"Inhibition of CXCR2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141493";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL390191";"";"None";"368.51";"0";"2.52";"3f";"Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(N)nc3n2)cs1";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"18.78";"0.41";"4.40";"6.30";"0";"CHEMBL949060";"Displacement of [125I]IL8 from human recombinant CXCR2 expressed in HEK293 cells by SPA assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141618";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";"";""
"CHEMBL434";"ISOPROTERENOL";"4.0";"211.26";"0";"1.13";"Isoproterenol";"CC(C)NCC(O)c1ccc(O)c(O)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909128";"DRUGMATRIX: Chemokine CXCR2 (IL-8B) radioligand binding (ligand: [125I] IL-8)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO-K1";"Membrane";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3307512";"";"";""
"CHEMBL414894";"";"None";"383.45";"0";"3.03";"7";"C[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12";"IC50";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"18.78";"0.39";"4.17";"7.43";"0";"CHEMBL893601";"Displacement of [125I]IL8 from human CXCR2 expressed in HEK 293 by SPA";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147921";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";"";""
"CHEMBL3658277";"";"None";"435.31";"1";"5.75";"BDBM150904";"O=C(CSc1ccc(C(=O)Nc2ccc(F)cc2)cn1)c1ccc(Cl)c(Cl)c1";"IC50";"'='";"1850.0";"nM";"5.73";"";"290414";"UO_0000065";"13.17";"0.28";"-0.02";"9.71";"0";"CHEMBL3705746";"In Vitro Inhibition Assay: An in vitro assay showed inhibition of CXCR2-mediated intracellular calcium release. Briefly, human neutrophils were suspended in HBSS- (without Ca2+ and Mg2+) containing 10 mM HEPES and FLIPR Calcium 3 dye (3.1x107 cells in total volume 1.7 mL). Cells were aliquoted (200 uL of the cell suspension per tube, 8 tubes total) and 2 uL of the designated compound (with appropriate dilutions) were added to each of 6 tubes. As controls, 2 uL of DMSO (1% final concentration) were added to 2 other tubes. Cells were incubated for 30 min at 37 C. After dye loading, tubes were centrifuged at 6,000 rpm for 1 min, supernatant was removed and the cell pellet was re-suspended in 200 uL of HBSS+ (with Ca2+ and Mg2+) containing 10 mM HEPES. The test compound or DMSO (control) was added again at the same concentrations that were used during cell loading. The cell suspension was aliquoted into a 96-well Reading Plate (Corning) in a volume of 90 uL (105 cells/well).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639254";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3658288";"";"None";"434.46";"0";"3.63";"BDBM150915";"O=C(CSc1ccc(C(=O)Nc2ccc(F)cc2)cn1)c1ccc(-c2nn[nH]n2)cc1";"IC50";"'='";"1150.0";"nM";"5.94";"";"290425";"UO_0000065";"13.67";"0.26";"2.31";"5.23";"0";"CHEMBL3705746";"In Vitro Inhibition Assay: An in vitro assay showed inhibition of CXCR2-mediated intracellular calcium release. Briefly, human neutrophils were suspended in HBSS- (without Ca2+ and Mg2+) containing 10 mM HEPES and FLIPR Calcium 3 dye (3.1x107 cells in total volume 1.7 mL). Cells were aliquoted (200 uL of the cell suspension per tube, 8 tubes total) and 2 uL of the designated compound (with appropriate dilutions) were added to each of 6 tubes. As controls, 2 uL of DMSO (1% final concentration) were added to 2 other tubes. Cells were incubated for 30 min at 37 C. After dye loading, tubes were centrifuged at 6,000 rpm for 1 min, supernatant was removed and the cell pellet was re-suspended in 200 uL of HBSS+ (with Ca2+ and Mg2+) containing 10 mM HEPES. The test compound or DMSO (control) was added again at the same concentrations that were used during cell loading. The cell suspension was aliquoted into a 96-well Reading Plate (Corning) in a volume of 90 uL (105 cells/well).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639254";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3658293";"";"None";"434.41";"1";"5.47";"BDBM150920";"O=C(CSc1ccc(C(=O)Nc2ccc(F)cc2)cn1)c1cccc(C(F)(F)F)c1";"IC50";"'>'";"10000.0";"nM";"";"";"290430";"UO_0000065";"";"";"";"";"0";"CHEMBL3705746";"In Vitro Inhibition Assay: An in vitro assay showed inhibition of CXCR2-mediated intracellular calcium release. Briefly, human neutrophils were suspended in HBSS- (without Ca2+ and Mg2+) containing 10 mM HEPES and FLIPR Calcium 3 dye (3.1x107 cells in total volume 1.7 mL). Cells were aliquoted (200 uL of the cell suspension per tube, 8 tubes total) and 2 uL of the designated compound (with appropriate dilutions) were added to each of 6 tubes. As controls, 2 uL of DMSO (1% final concentration) were added to 2 other tubes. Cells were incubated for 30 min at 37 C. After dye loading, tubes were centrifuged at 6,000 rpm for 1 min, supernatant was removed and the cell pellet was re-suspended in 200 uL of HBSS+ (with Ca2+ and Mg2+) containing 10 mM HEPES. The test compound or DMSO (control) was added again at the same concentrations that were used during cell loading. The cell suspension was aliquoted into a 96-well Reading Plate (Corning) in a volume of 90 uL (105 cells/well).";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2434";"Interleukin-8 receptor B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639254";"37";"BindingDB Database";"";"2015";"None";"";"";""
