"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL164770";"";"None";"294.31";"0";"2.65";"PHCCC";"O=C(Nc1ccccc1)C12CC1/C(=N\O)c1ccccc1O2";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1632948";"Negative allosteric modulator activity at human mGluR2 expressed in HEK cells in presence of glutamate EC80 concentration by Ca2+ functional assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629453";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";""
"CHEMBL1630804";"";"None";"312.30";"0";"2.79";"1";"O=C(Nc1ccc(F)cc1)C12CC1/C(=N\O)c1ccccc1O2";"IC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1632948";"Negative allosteric modulator activity at human mGluR2 expressed in HEK cells in presence of glutamate EC80 concentration by Ca2+ functional assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1629453";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307715";"";"";""
"CHEMBL1672539";"";"None";"412.32";"1";"6.26";"15i";"CCCn1c(-c2cnc(Nc3ccc(C)nc3)c(Cl)c2)nc2cccc(Cl)c21";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1680472";"Antagonist activity at mGlu2 receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1671833";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";"";"";""
"CHEMBL39338";"";"None";"355.43";"0";"3.49";"3";"N[C@@H](C[C@H](CCCC(c1ccccc1)c1ccccc1)C(=O)O)C(=O)O";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL718205";"In vitro antagonist activity at recombinant human Metabotropic glutamate receptor 2 expressed in RGT cells.";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"RGT";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130904";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";""
"CHEMBL341457";"";"None";"293.32";"0";"1.13";"115";"COc1cccc(CC[C@](N)(C(=O)O)C2C[C@@H]2C(=O)O)c1";"IC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL717203";"Effect on 1S,3R-ACPD-induced inhibition of forskolin stimulated cyclic-AMP in RGT cells expressing human Metabotropic glutamate receptor 2";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"RGT";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131460";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL1629855";"";"None";"423.44";"1";"6.16";"1, RO4491533";"Cc1cc(-c2cccc(C3=Nc4cc(C)c(C(F)(F)F)cc4NC(=O)C3)c2)cc(C)n1";"IC50";"'='";"296.0";"nM";"6.53";"";"";"UO_0000065";"15.42";"0.29";"0.37";"12.01";"1";"CHEMBL2390125";"Negative allosteric modulation of mGlu2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384940";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";""
"CHEMBL410126";"";"None";"371.36";"0";"2.91";"(-)-16a";"N[C@@](CC1c2ccccc2Oc2ccccc21)(C(=O)O)[C@@H]1C[C@@]1(F)C(=O)O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL929194";"Displacement of [3H]-MGS0008 from mGluR2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144772";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"CHEMBL3308072";"";"";""
"CHEMBL3954377";"";"None";"385.42";"0";"2.97";"BDBM212985";"Cn1cc(-c2cc(C(N)=O)nc3cc(CN4CCC(F)(F)CC4)ccc23)cn1";"IC50";"'='";"46.0";"nM";"7.34";"";"374576";"UO_0000065";"19.04";"0.36";"4.37";"9.52";"0";"CHEMBL3888122";"Biological Assay: The utility of the compounds in accordance with the present invention as antagonists of metabotropic glutamate receptor activity, in particular mGluR2 activity, may be demonstrated by methodology known in the art. Antagonist constants are determined as follows. The compounds of the present invention were tested in a fluorescence laser imaging plate reader based assay. This assay is a common functional assay to monitor Ca2+ mobilization in whole cells expressing recombinant receptor coupled with a promiscuous G-protein. CHO dhfr- cells stably expressing recombinant human mGluR2 and Gα16 loaded with Fluo-4 AM (Invitrogen, Carlsbad Calif.) are treated with various concentrations of antagonists of compounds and the Ca2+ response is monitored on a FLIPR384 (Molecular Devices, Sunnydale Calif.) for agonist activity.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886589";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3921588";"";"None";"437.40";"0";"2.89";"BDBM213001";"NC(=O)c1cc(-c2cnn(CF)c2)c2ccc(CN3CCO[C@H](C(F)(F)F)C3)cc2n1";"IC50";"'='";"15.0";"nM";"7.82";"";"374592";"UO_0000065";"17.89";"0.34";"4.93";"9.07";"0";"CHEMBL3888122";"Biological Assay: The utility of the compounds in accordance with the present invention as antagonists of metabotropic glutamate receptor activity, in particular mGluR2 activity, may be demonstrated by methodology known in the art. Antagonist constants are determined as follows. The compounds of the present invention were tested in a fluorescence laser imaging plate reader based assay. This assay is a common functional assay to monitor Ca2+ mobilization in whole cells expressing recombinant receptor coupled with a promiscuous G-protein. CHO dhfr- cells stably expressing recombinant human mGluR2 and Gα16 loaded with Fluo-4 AM (Invitrogen, Carlsbad Calif.) are treated with various concentrations of antagonists of compounds and the Ca2+ response is monitored on a FLIPR384 (Molecular Devices, Sunnydale Calif.) for agonist activity.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886589";"37";"BindingDB Database";"";"2016";"None";"";"";""
"CHEMBL3953648";"";"None";"414.43";"0";"3.18";"BDBM213022";"NC(=O)c1cc(-c2ccc(F)cc2)c2ccc(CN3CCNC(C(F)F)C3)cc2n1";"IC50";"'='";"50.0";"nM";"7.30";"";"374613";"UO_0000065";"17.62";"0.33";"4.12";"10.25";"0";"CHEMBL3888122";"Biological Assay: The utility of the compounds in accordance with the present invention as antagonists of metabotropic glutamate receptor activity, in particular mGluR2 activity, may be demonstrated by methodology known in the art. Antagonist constants are determined as follows. The compounds of the present invention were tested in a fluorescence laser imaging plate reader based assay. This assay is a common functional assay to monitor Ca2+ mobilization in whole cells expressing recombinant receptor coupled with a promiscuous G-protein. CHO dhfr- cells stably expressing recombinant human mGluR2 and Gα16 loaded with Fluo-4 AM (Invitrogen, Carlsbad Calif.) are treated with various concentrations of antagonists of compounds and the Ca2+ response is monitored on a FLIPR384 (Molecular Devices, Sunnydale Calif.) for agonist activity.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL5137";"Metabotropic glutamate receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886589";"37";"BindingDB Database";"";"2016";"None";"";"";""
