"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1094049";"";"None";"379.82";"0";"3.59";"10";"CCN(C(=O)N1CC(Oc2ccc(F)cc2Cl)C1)c1ccc(OC)nc1";"Ki";"'='";"48.4";"nM";"7.32";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1115874";"Antagonist activity at human oxytocin receptor expressed in CHO cells by beta lactamase assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155414";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3308072";"";"";""
"CHEMBL25353";"";"None";"533.55";"1";"4.15";"12";"O=C(Cc1ccc(N2CCOCC2)cc1OCC(F)(F)F)N1CCC(N2C(=O)OCc3ccccc32)CC1";"Ki";"'='";"0.86";"nM";"9.07";"";"";"UO_0000065";"16.99";"0.33";"4.92";"12.67";"0";"CHEMBL761401";"Binding affinity for human oxytocin receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132047";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL1254210";"";"None";"390.44";"0";"3.94";"24";"CO/N=C1/C[C@H](c2nc(C)no2)N(C(=O)c2ccc(-c3ccccc3C)cc2)C1";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"18.70";"0.34";"3.36";"9.03";"0";"CHEMBL1253141";"Displacement of [3H]-oxytocin from human oxytocin receptor expressed in HEK293-EBNA cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293-EBNA";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1250454";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3833702";"";"";""
"CHEMBL467185";"";"None";"402.45";"0";"4.16";"8";"COCc1nnc(-c2ccc(-c3ccccc3OC)cc2)n1-c1ccc(OC)nc1";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL974600";"Antagonist activity at human cloned oxytocin receptor by cell based beta lactamase reporter assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155900";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL278818";"";"None";"577.60";"1";"4.03";"11";"O=C(Cc1ccc(OCCN2CCOCC2)cc1OCC(F)(F)F)N1CCC(N2C(=O)OCc3ccccc32)CC1";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"15.33";"0.29";"4.82";"10.96";"0";"CHEMBL761401";"Binding affinity for human oxytocin receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132047";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL382301";"ATOSIBAN";"4.0";"994.21";"3";"-3.04";"Atosiban";"CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"8.00";"0.16";"11.00";"2.18";"0";"CHEMBL946012";"Binding affinity to human oxytocin receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142309";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL288774";"";"None";"501.58";"1";"4.92";"13b";"CC(=O)N1CCCC(c2cc3cc(C(=O)N4CCC(N5C(=O)OCc6ccccc65)CC4)ccc3o2)C1";"Ki";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"13.36";"0.25";"1.78";"8.04";"0";"CHEMBL761409";"Ability to displace [3H]oxytocin from human OT receptor (hOT)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135944";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL338308";"";"None";"742.92";"1";"1.52";"34";"CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](CCCN)NC(=O)[C@H]2CCC=NN2C1=O";"Ki";"'='";"33.0";"nM";"7.48";"";"";"UO_0000065";"10.07";"0.19";"5.96";"4.01";"0";"CHEMBL762232";"Compound was evaluated for OT receptor affinity by displacement of [3H]OT from binding sites in uterine tissue taken from near-term pregnant rhesus monkey";"B";"BAO_0000357";"single protein format";"Cercopithecidae";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1125324";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";""
"CHEMBL521789";"";"None";"408.38";"0";"3.90";"7";"CCOc1ccc(-c2nnc(COC)n2-c2ccc(OC)nc2)cc1C(F)(F)F";"Ki";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL987070";"Antagonist activity at human oxytocin receptor by cell based beta-lactamase reporter gene assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144202";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL306416";"";"None";"604.68";"1";"4.58";"36";"COc1cc(OC2CCN(Cc3ccc[n+]([O-])c3C)CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"14.82";"0.28";"4.38";"9.10";"0";"CHEMBL762236";"Binding affinity for cloned human oxytocin receptor (OT-R)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131248";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL302128";"";"None";"610.69";"2";"6.19";"55";"COc1cc(OC2CCN(c3cccc4ncccc34)CC2)c(F)cc1C(=O)N1CCC(N2C(=O)OCc3ccccc32)CC1";"Ki";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"14.15";"0.26";"2.45";"10.23";"0";"CHEMBL762236";"Binding affinity for cloned human oxytocin receptor (OT-R)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2049";"Oxytocin receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131248";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
