"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1916359";"";"0";"419.67";"1";"6.30";"20";"[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)ccnc2c1-c1c(Cl)cccc1Cl";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1919736";"Inhibition of human TrkB";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914450";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL3673456";"";"0";"461.52";"0";"3.31";"BDBM164905";"COc1ccc(COc2ccc(Cn3cnc4cc(N5CCOCC5)cnc43)cc2OC)cn1";"IC50";"'='";"31.0";"nM";"7.51";"";"308464";"UO_0000065";"16.27";"0.30";"4.20";"8.96";"0";"CHEMBL3705888";"Inhibition Assay: Reagents and consumables were purchased from Sigma Aldrich, Carna Biosciences, or Caliper Life Sciences. All assay reaction conditions for IC50 determinations were within the linear range with respect to time and enzyme concentration. In a 384 well polypropylene plate, TrkB (0.6 nM, Carna 08-187) was pre-incubated in a 100 mM Hepes-NaOH pH 7.5 buffer containing 0.01% Triton X-100, 10 mM MgCl2, 0.1% BSA, 1 mM DTT, 10 uM sodium orthovanadate and 10 μM beta-glycerophosphate and compound with a concentration of 2.5% DMSO for 15 minutes at room temperature. The reaction was initiated with an equal volume of peptide substrate (Caliper Life Sciences catalog no. 760430) and ATP in the aforementioned buffer. The final concentrations in the reaction were 300 pM TrkB, 1.5 μM peptide substrate and 70 μM ATP (ATP Km). The reaction was incubated at room temperature for 180 minutes and terminated with a buffer containing excess EDTA (100 mM Hepes-NaOH pH 7.5, 0.02% Brij, 0.1% CR-3, 0.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638818";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3673485";"";"0";"499.58";"0";"4.07";"BDBM164936";"COc1ccc(COc2ccc(Cn3c(N)nc4cc(-c5c(C)nn(C)c5C)cnc43)cc2OC)cn1";"IC50";"'='";"13.0";"nM";"7.89";"";"308495";"UO_0000065";"15.79";"0.29";"3.82";"6.85";"0";"CHEMBL3705888";"Inhibition Assay: Reagents and consumables were purchased from Sigma Aldrich, Carna Biosciences, or Caliper Life Sciences. All assay reaction conditions for IC50 determinations were within the linear range with respect to time and enzyme concentration. In a 384 well polypropylene plate, TrkB (0.6 nM, Carna 08-187) was pre-incubated in a 100 mM Hepes-NaOH pH 7.5 buffer containing 0.01% Triton X-100, 10 mM MgCl2, 0.1% BSA, 1 mM DTT, 10 uM sodium orthovanadate and 10 μM beta-glycerophosphate and compound with a concentration of 2.5% DMSO for 15 minutes at room temperature. The reaction was initiated with an equal volume of peptide substrate (Caliper Life Sciences catalog no. 760430) and ATP in the aforementioned buffer. The final concentrations in the reaction were 300 pM TrkB, 1.5 μM peptide substrate and 70 μM ATP (ATP Km). The reaction was incubated at room temperature for 180 minutes and terminated with a buffer containing excess EDTA (100 mM Hepes-NaOH pH 7.5, 0.02% Brij, 0.1% CR-3, 0.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638818";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL2178804";"";"0";"402.25";"0";"3.27";"7j";"Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1";"IC50";"'='";"5380.0";"nM";"5.27";"";"";"UO_0000065";"13.10";"0.27";"2.00";"5.11";"0";"CHEMBL2186154";"Inhibition of TRKB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176876";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL388978";"STAUROSPORINE";"0";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'<'";"1.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1919773";"Inhibition of TRKB";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1914457";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2011";"None";""
"CHEMBL3673458";"";"0";"500.60";"1";"3.76";"BDBM164907";"COc1ccc(COc2ccc(Cn3cnc4cc(N5CCN6CCC5CC6)cnc43)cc2OC)cn1";"IC50";"'='";"349.0";"nM";"6.46";"";"308466";"UO_0000065";"12.90";"0.24";"2.70";"8.30";"0";"CHEMBL3705888";"Inhibition Assay: Reagents and consumables were purchased from Sigma Aldrich, Carna Biosciences, or Caliper Life Sciences. All assay reaction conditions for IC50 determinations were within the linear range with respect to time and enzyme concentration. In a 384 well polypropylene plate, TrkB (0.6 nM, Carna 08-187) was pre-incubated in a 100 mM Hepes-NaOH pH 7.5 buffer containing 0.01% Triton X-100, 10 mM MgCl2, 0.1% BSA, 1 mM DTT, 10 uM sodium orthovanadate and 10 μM beta-glycerophosphate and compound with a concentration of 2.5% DMSO for 15 minutes at room temperature. The reaction was initiated with an equal volume of peptide substrate (Caliper Life Sciences catalog no. 760430) and ATP in the aforementioned buffer. The final concentrations in the reaction were 300 pM TrkB, 1.5 μM peptide substrate and 70 μM ATP (ATP Km). The reaction was incubated at room temperature for 180 minutes and terminated with a buffer containing excess EDTA (100 mM Hepes-NaOH pH 7.5, 0.02% Brij, 0.1% CR-3, 0.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638818";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3673461";"";"0";"489.53";"0";"3.52";"BDBM164910";"COc1ccc(COc2ccc(Cn3cnc4cc(N5CCC[C@H]5C(=O)O)cnc43)cc2OC)cn1";"IC50";"'='";"13.0";"nM";"7.89";"";"308469";"UO_0000065";"16.11";"0.30";"4.37";"7.05";"0";"CHEMBL3705888";"Inhibition Assay: Reagents and consumables were purchased from Sigma Aldrich, Carna Biosciences, or Caliper Life Sciences. All assay reaction conditions for IC50 determinations were within the linear range with respect to time and enzyme concentration. In a 384 well polypropylene plate, TrkB (0.6 nM, Carna 08-187) was pre-incubated in a 100 mM Hepes-NaOH pH 7.5 buffer containing 0.01% Triton X-100, 10 mM MgCl2, 0.1% BSA, 1 mM DTT, 10 uM sodium orthovanadate and 10 μM beta-glycerophosphate and compound with a concentration of 2.5% DMSO for 15 minutes at room temperature. The reaction was initiated with an equal volume of peptide substrate (Caliper Life Sciences catalog no. 760430) and ATP in the aforementioned buffer. The final concentrations in the reaction were 300 pM TrkB, 1.5 μM peptide substrate and 70 μM ATP (ATP Km). The reaction was incubated at room temperature for 180 minutes and terminated with a buffer containing excess EDTA (100 mM Hepes-NaOH pH 7.5, 0.02% Brij, 0.1% CR-3, 0.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638818";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3673463";"";"0";"509.61";"1";"4.56";"BDBM164912";"COc1cc(Cn2cnc3cc(-c4cnn(C5CCNCC5)c4)cnc32)ccc1OCc1ccc(C)nc1";"IC50";"'='";"0.6";"nM";"9.22";"";"308471";"UO_0000065";"18.10";"0.33";"4.66";"10.03";"0";"CHEMBL3705888";"Inhibition Assay: Reagents and consumables were purchased from Sigma Aldrich, Carna Biosciences, or Caliper Life Sciences. All assay reaction conditions for IC50 determinations were within the linear range with respect to time and enzyme concentration. In a 384 well polypropylene plate, TrkB (0.6 nM, Carna 08-187) was pre-incubated in a 100 mM Hepes-NaOH pH 7.5 buffer containing 0.01% Triton X-100, 10 mM MgCl2, 0.1% BSA, 1 mM DTT, 10 uM sodium orthovanadate and 10 μM beta-glycerophosphate and compound with a concentration of 2.5% DMSO for 15 minutes at room temperature. The reaction was initiated with an equal volume of peptide substrate (Caliper Life Sciences catalog no. 760430) and ATP in the aforementioned buffer. The final concentrations in the reaction were 300 pM TrkB, 1.5 μM peptide substrate and 70 μM ATP (ATP Km). The reaction was incubated at room temperature for 180 minutes and terminated with a buffer containing excess EDTA (100 mM Hepes-NaOH pH 7.5, 0.02% Brij, 0.1% CR-3, 0.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638818";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3673469";"";"0";"491.57";"0";"3.97";"BDBM164919";"COc1ccc(COc2cc(F)c(Cn3cnc4cc(N5CCN(C)CC5)ccc43)cc2OC)cn1";"IC50";"'='";"305.0";"nM";"6.52";"";"308478";"UO_0000065";"13.25";"0.25";"2.55";"10.04";"0";"CHEMBL3705888";"Inhibition Assay: Reagents and consumables were purchased from Sigma Aldrich, Carna Biosciences, or Caliper Life Sciences. All assay reaction conditions for IC50 determinations were within the linear range with respect to time and enzyme concentration. In a 384 well polypropylene plate, TrkB (0.6 nM, Carna 08-187) was pre-incubated in a 100 mM Hepes-NaOH pH 7.5 buffer containing 0.01% Triton X-100, 10 mM MgCl2, 0.1% BSA, 1 mM DTT, 10 uM sodium orthovanadate and 10 μM beta-glycerophosphate and compound with a concentration of 2.5% DMSO for 15 minutes at room temperature. The reaction was initiated with an equal volume of peptide substrate (Caliper Life Sciences catalog no. 760430) and ATP in the aforementioned buffer. The final concentrations in the reaction were 300 pM TrkB, 1.5 μM peptide substrate and 70 μM ATP (ATP Km). The reaction was incubated at room temperature for 180 minutes and terminated with a buffer containing excess EDTA (100 mM Hepes-NaOH pH 7.5, 0.02% Brij, 0.1% CR-3, 0.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638818";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3673481";"";"0";"467.53";"0";"4.72";"BDBM164932";"COc1ccc(COc2ccc(Cn3c(N)nc4cc(-c5ccccc5)cnc43)cc2OC)cn1";"IC50";"'='";"4.0";"nM";"8.40";"";"308491";"UO_0000065";"17.96";"0.33";"3.68";"8.63";"0";"CHEMBL3705888";"Inhibition Assay: Reagents and consumables were purchased from Sigma Aldrich, Carna Biosciences, or Caliper Life Sciences. All assay reaction conditions for IC50 determinations were within the linear range with respect to time and enzyme concentration. In a 384 well polypropylene plate, TrkB (0.6 nM, Carna 08-187) was pre-incubated in a 100 mM Hepes-NaOH pH 7.5 buffer containing 0.01% Triton X-100, 10 mM MgCl2, 0.1% BSA, 1 mM DTT, 10 uM sodium orthovanadate and 10 μM beta-glycerophosphate and compound with a concentration of 2.5% DMSO for 15 minutes at room temperature. The reaction was initiated with an equal volume of peptide substrate (Caliper Life Sciences catalog no. 760430) and ATP in the aforementioned buffer. The final concentrations in the reaction were 300 pM TrkB, 1.5 μM peptide substrate and 70 μM ATP (ATP Km). The reaction was incubated at room temperature for 180 minutes and terminated with a buffer containing excess EDTA (100 mM Hepes-NaOH pH 7.5, 0.02% Brij, 0.1% CR-3, 0.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4898";"Neurotrophic tyrosine kinase receptor type 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638818";"37";"BindingDB Database";"";"2015";"None";""
