"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL479611";"";"None";"375.54";"0";"4.89";"12ac";"CCSC(=S)SCC(=O)c1cccc(NC(=O)c2ccccc2)c1";"Ki";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"18.53";"0.40";"2.07";"15.07";"0";"CHEMBL949577";"Inhibition of recombinant HDAC6 expressed in HEK293 cells using variable substrate concentration by Lineweaver-Burke plot";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155020";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";""
"CHEMBL3352991";"";"None";"516.60";"2";"0.76";"6b";"CC(C)[C@H]1NC(=O)C[C@@H](/C=C/CCCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC1=O";"Ki";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"10.95";"0.21";"4.90";"3.25";"0";"CHEMBL3382541";"Inhibition of human recombinant HDAC6 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351463";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL3352992";"";"None";"539.63";"2";"1.54";"6c";"CC(C)[C@H]1NC(=O)C[C@@H](/C=C/CCCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O";"Ki";"'='";"3700.0";"nM";"5.43";"";"";"UO_0000065";"10.07";"0.19";"3.89";"3.20";"0";"CHEMBL3382541";"Inhibition of human recombinant HDAC6 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351463";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL3352996";"";"None";"500.60";"1";"1.06";"9a";"CC(C)[C@H]1NC(=O)C[C@@H](C/C=C\CCC(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](C)NC1=O";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3382541";"Inhibition of human recombinant HDAC6 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351463";"1";"Scientific Literature";"J Med Chem";"2014";"None";"";"";""
"CHEMBL98";"VORINOSTAT";"4.0";"264.32";"0";"2.47";"SAHA, 3";"O=C(CCCCCCC(=O)Nc1ccccc1)NO";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"34.05";"0.65";"6.53";"11.48";"0";"CHEMBL929249";"Displacement of fluorescent 5-(3-(3-(4-((4-((7-(hydroxyamino)-7-oxoheptyl)carbamoyl)phenylamino)methyl)-1H-1,2,3-triazol-1-yl)propyl)thioureido)-2-(3-hydroxy-6-oxo-6H-xanthen-9-yl)benzoic acid from human HDAC6 by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL99";"TRICHOSTATIN";"1.0";"302.37";"0";"2.58";"SID26755795";"CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1";"Ki";"'='";"0.13";"nM";"9.89";"";"";"UO_0000065";"32.70";"0.61";"7.31";"14.20";"0";"CHEMBL929249";"Displacement of fluorescent 5-(3-(3-(4-((4-((7-(hydroxyamino)-7-oxoheptyl)carbamoyl)phenylamino)methyl)-1H-1,2,3-triazol-1-yl)propyl)thioureido)-2-(3-hydroxy-6-oxo-6H-xanthen-9-yl)benzoic acid from human HDAC6 by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL1213539";"NILTUBACIN";"None";"706.86";"2";"9.20";"Niltubacin";"O=C(O)CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1";"Ki";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"8.00";"0.15";"-3.54";"4.31";"0";"CHEMBL1216987";"Inhibition of human HDAC6";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212811";"1";"Scientific Literature";"Nat Chem Biol";"2010";"None";"";"";""
"CHEMBL2408243";"";"None";"228.25";"0";"2.43";"7b";"COc1ccc(-c2cccc(O)c(=O)c2)cc1";"Ki";"'>'";"2500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2410188";"Inhibition of human recombinant HDAC6 by Michaelis-Menten equation analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407068";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2408242";"";"None";"198.22";"0";"2.42";"7a";"O=c1cc(-c2ccccc2)cccc1O";"Ki";"'>'";"2500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2410188";"Inhibition of human recombinant HDAC6 by Michaelis-Menten equation analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407068";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2408238";"";"None";"248.28";"0";"3.57";"4b";"O=c1c(O)ccccc1-c1ccc2ccccc2c1";"Ki";"'>'";"2500.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2410188";"Inhibition of human recombinant HDAC6 by Michaelis-Menten equation analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407068";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2408237";"";"None";"198.22";"0";"2.42";"4a";"O=c1c(O)ccccc1-c1ccccc1";"Ki";"'='";"527.0";"nM";"6.28";"";"";"UO_0000065";"31.67";"0.57";"3.86";"16.83";"0";"CHEMBL2410188";"Inhibition of human recombinant HDAC6 by Michaelis-Menten equation analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407068";"1";"Scientific Literature";"ACS Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2312168";"";"None";"294.35";"0";"2.03";"5; LMK235";"Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1";"Ki";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"24.80";"0.47";"5.27";"8.33";"0";"CHEMBL4610656";"Inhibition of recombinant human HDAC6";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4609999";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"";"";""
"CHEMBL4550214";"";"None";"415.45";"0";"2.57";"3d";"O=C(NO)c1ccc(Cn2c(=O)n(CCc3ccccc3)c(=O)c3ccccc32)cc1";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"21.17";"0.39";"6.23";"9.42";"0";"CHEMBL4331294";"Competitive inhibition of human full-length recombinant HDAC6 expressed in baculovirus infected Sf9 insect cells using Boc-Lys (Ac)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4330076";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308860";"";"";""
"CHEMBL4237803";"";"None";"347.37";"0";"1.51";"27";"COc1ccc(Nc2c(NCCCCCC(=O)NO)c(=O)c2=O)cc1";"Ki";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"21.99";"0.42";"6.13";"6.54";"0";"CHEMBL4236292";"Inhibition of human recombinant HDAC6 using fluorogenic HDAC substrate after 30 mins by fluorimetrc method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229543";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";"";"";""
"CHEMBL314389";"OXAMFLATIN";"None";"342.38";"0";"1.90";"Oxamflatin";"O=C(/C=C/C#Cc1ccc(NS(=O)(=O)c2ccccc2)cc1)NO";"Ki";"'='";"135.9";"nM";"6.87";"";"";"UO_0000065";"20.06";"0.39";"4.97";"7.19";"0";"CHEMBL3598920";"Inhibition of human HDAC6";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3596180";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"None";"";"";""
"CHEMBL4464527";"";"None";"395.41";"0";"1.23";"40";"CN(C(=O)CN(C)S(=O)(=O)c1ccc(F)cc1)c1ccc(C(=O)NO)cc1";"Ki";"'='";"793.0";"nM";"6.10";"";"";"UO_0000065";"15.43";"0.31";"4.87";"5.70";"0";"CHEMBL4376731";"Inhibition of recombinant full length human HDAC6 expressed in baculovirus infected Sf9 cells assessed as inhibitory constant using FAM-RHKK-Ac as substrate incubated for 5 hrs by electrophoretic mobility shift assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373747";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3308860";"";"";""
"CHEMBL4472310";"";"None";"298.39";"0";"3.72";"47";"CC(C)(C)c1ccc(CNc2ccc(C(=O)NO)cc2)cc1";"Ki";"'='";"451.0";"nM";"6.35";"";"";"UO_0000065";"21.27";"0.39";"2.63";"10.34";"0";"CHEMBL4376731";"Inhibition of recombinant full length human HDAC6 expressed in baculovirus infected Sf9 cells assessed as inhibitory constant using FAM-RHKK-Ac as substrate incubated for 5 hrs by electrophoretic mobility shift assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4373747";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3308860";"";"";""
"CHEMBL430060";"APICIDIN";"None";"623.80";"1";"3.07";"apicidin";"CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O";"Ki";"'='";"123.4";"nM";"6.91";"";"";"UO_0000065";"11.08";"0.21";"3.84";"4.98";"0";"CHEMBL929249";"Displacement of fluorescent 5-(3-(3-(4-((4-((7-(hydroxyamino)-7-oxoheptyl)carbamoyl)phenylamino)methyl)-1H-1,2,3-triazol-1-yl)propyl)thioureido)-2-(3-hydroxy-6-oxo-6H-xanthen-9-yl)benzoic acid from human HDAC6 by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145631";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";"";"";""
"CHEMBL520279";"";"None";"385.56";"0";"3.68";"13";"CCSC(=S)SCC(=O)c1ccn(S(=O)(=O)c2ccccc2)c1";"Ki";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"17.78";"0.41";"3.17";"12.21";"0";"CHEMBL949577";"Inhibition of recombinant HDAC6 expressed in HEK293 cells using variable substrate concentration by Lineweaver-Burke plot";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155020";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";""
"CHEMBL408513";"BELINOSTAT";"4.0";"318.35";"0";"2.01";"PXD101";"O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"25.13";"0.50";"5.99";"8.38";"0";"CHEMBL1832525";"Competitive inhibition of HDAC6 using KI-104 as substrate by fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828590";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL408513";"BELINOSTAT";"4.0";"318.35";"0";"2.01";"10, PXD-101";"O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"27.63";"0.55";"6.79";"9.21";"0";"CHEMBL1216987";"Inhibition of human HDAC6";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1865";"Histone deacetylase 6";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1212811";"1";"Scientific Literature";"Nat Chem Biol";"2010";"None";"";"";""
