"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1200600";"FLUOROMETHOLONE";"4.0";"376.47";"0";"2.92";"FLUOROMETHOLONE";"CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";""
"CHEMBL9419";"METACETAMOL";"2.0";"151.16";"0";"1.35";"3-ACETAMIDOPHENOL";"CC(=O)Nc1cccc(O)c1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";""
"CHEMBL184538";"";"None";"432.52";"0";"3.37";"12e";"O=CNc1cc([C@@H](O)CNCCc2ccc(OC3Cc4ccccc4C3)cc2)ccc1O";"Ki";"'='";"11.6";"nM";"7.94";"";"";"UO_0000065";"18.35";"0.34";"4.57";"8.74";"0";"CHEMBL876356";"Binding affinity for human beta-2 adrenergic receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137837";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL1221801";"";"None";"390.55";"0";"4.06";"35";"O=c1[nH]c2c(O)ccc([C@@H](O)CNC3CCCCC3C3CCCCC3)c2s1";"Ki";"'='";"151.0";"nM";"6.82";"";"";"UO_0000065";"17.47";"0.35";"2.76";"7.99";"0";"CHEMBL1227592";"Displacement of [3H]CGP12177 from human beta2 adrenoceptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221245";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";""
"CHEMBL954";"ENCLOMIPHENE";"3.0";"405.97";"1";"6.56";"CLOMIPHENE";"CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";""
"CHEMBL64";"ISONIAZID";"4.0";"137.14";"0";"-0.31";"I, INH";"NNC(=O)c1ccncc1";"Ki";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909092";"DRUGMATRIX: Adrenergic beta2 radioligand binding (ligand: [3H] CGP-12177)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";"";"";""
"CHEMBL40317";"";"None";"187.17";"0";"0.23";"2FNE";"NC[C@H](O)c1cc(O)c(O)cc1F";"Ki";"'='";"19500.0";"nM";"4.71";"";"";"UO_0000065";"25.16";"0.49";"4.48";"5.43";"0";"CHEMBL1043296";"Displacement of [3H]prazosin from human adrenergic beta2 receptor D192G, F193V mutant expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"P07550";"D192G,F193V";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152685";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308072";"";"";""
"CHEMBL40317";"";"None";"187.17";"0";"0.23";"2FNE";"NC[C@H](O)c1cc(O)c(O)cc1F";"Ki";"'='";"39800.0";"nM";"4.40";"";"";"UO_0000065";"23.51";"0.46";"4.17";"5.07";"0";"CHEMBL1043294";"Displacement of [3H]prazosin from human adrenergic beta2 receptor V117C mutant expressed in CHO cell membrane";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"P07550";"V117C";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152685";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3308072";"";"";""
"CHEMBL250352";"";"None";"367.45";"0";"3.56";"22";"CC(C)c1nc(-c2ccc(OCCNC[C@H](O)c3cccnc3)cc2)co1";"Ki";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"19.89";"0.37";"3.75";"9.09";"0";"CHEMBL924393";"Displacement of [125I]iodocyanopindolol from human adrenergic beta-2 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139766";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3308072";"";"";""
"CHEMBL228417";"";"None";"317.39";"0";"2.36";"(S,S)-2";"COc1ccc(C[C@H](C)NC[C@@H](O)c2cc(O)cc(O)c2)cc1";"Ki";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"15.12";"0.29";"2.44";"5.86";"0";"CHEMBL905129";"Displacement of [3H]CGP12177 from human beta-2 adrenergic receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL210";"Beta-2 adrenergic receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143696";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307715";"";"";""
