"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL128";"SUMATRIPTAN";"4.0";"295.41";"0";"1.32";"4";"CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1";"IC50";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"21.33";"0.43";"4.98";"9.66";"0";"CHEMBL616402";"Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127459";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL595449";"";"None";"350.47";"0";"4.00";"5b";"CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1050432";"Inhibition of 5HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152515";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL103854";"";"None";"308.41";"0";"0.66";"18d";"CN1CCN(Cc2ccc3[nH]cc(CCN)c3c2)S1(=O)=O";"IC50";"'='";"630.96";"nM";"6.20";"";"";"UO_0000065";"20.10";"0.40";"5.54";"7.52";"0";"CHEMBL616402";"Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127459";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL1275709";"";"None";"253.35";"0";"3.24";"8a";"CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1285523";"Binding affinity to 5HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1275372";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL250699";"";"None";"357.79";"0";"4.87";"A-803467";"COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923695";"Displacement of [3H]LSD from 5HT5A receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142222";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";""
"CHEMBL1829958";"PSAMMOPEMMIN A";"None";"305.13";"0";"2.68";"1";"Nc1nc(Br)ncc1-c1c[nH]c2cccc(O)c12";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1831564";"Displacement of [3H]LSD from 5-HT5A receptor after 1.5 hrs by scintillation counting";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828602";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";""
"CHEMBL320412";"";"None";"350.49";"0";"1.70";"8h";"CN(C)CCc1c[nH]c2ccc(CN3CC(C)(C)NS3(=O)=O)cc12";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"18.83";"0.38";"4.90";"9.64";"0";"CHEMBL616402";"Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127459";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL103549";"";"None";"336.46";"0";"0.96";"8j";"CN(C)CCc1c[nH]c2ccc(CCN3CCNS3(=O)=O)cc12";"IC50";"'='";"125.89";"nM";"6.90";"";"";"UO_0000065";"20.51";"0.41";"5.94";"10.08";"0";"CHEMBL616402";"Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127459";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL2111620";"";"None";"325.46";"0";"1.39";"40";"CN1CCN(Cc2ccc3scc(CCN)c3c2)S1(=O)=O";"IC50";"'='";"1995.26";"nM";"5.70";"";"";"UO_0000065";"17.51";"0.37";"4.31";"8.55";"0";"CHEMBL616402";"Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127459";"1";"Scientific Literature";"J Med Chem";"1994";"None";""
"CHEMBL39";"SEROTONIN";"3.0";"176.22";"0";"1.37";"5-HT";"NCCc1c[nH]c2ccc(O)cc12";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"38.27";"0.71";"5.37";"10.87";"1";"CHEMBL3779749";"Displacement of [3H]LSD from human recombinant 5-HT5A receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3426";"Serotonin 5a (5-HT5a) receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774372";"1";"Scientific Literature";"Bioorg Med Chem";"2016";"CHEMBL3307715";""
