"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL595449";"";"None";"350.47";"0";"4.00";"5b";"CN(C)Cc1nc(-c2ccc(C(C)(C)C)cc2)n(-c2cccc(O)c2)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1050445";"Inhibition of dopamine D5 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152515";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";""
"CHEMBL325516";"";"None";"496.57";"1";"6.01";"39";"O=C(OCCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"IC50";"'='";"1550.0";"nM";"5.81";"";"";"UO_0000065";"11.70";"0.22";"-0.20";"17.72";"0";"CHEMBL675948";"Inhibition of human dopamine receptor D5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL1814790";"";"None";"403.86";"0";"3.67";"SCH 23390";"CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1.O=C(O)/C=C\C(=O)O";"IC50";"'='";"0.37";"nM";"9.43";"";"";"UO_0000065";"32.77";"0.64";"5.76";"40.19";"0";"CHEMBL2395696";"Binding affinity to human dopamine D5 receptor by radioligand displacement assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2390830";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";""
"CHEMBL114825";"";"None";"514.97";"1";"2.59";"18";"CNC(=O)CN1CN(c2ccccc2)C2(CCN(C(=O)OCc3cc4c(cc3Cl)OCO4)CC2)C1=O";"IC50";"'='";"3660.0";"nM";"5.44";"";"";"UO_0000065";"10.56";"0.21";"2.85";"5.40";"0";"CHEMBL675948";"Inhibition of human dopamine receptor D5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL250699";"";"None";"357.79";"0";"4.87";"A-803467";"COc1cc(NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cc(OC)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL935638";"Displacement of [3H]SCH23390 from dopamine D5 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142222";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";""
"CHEMBL2024517";"CARIPRAZINE HYDROCHLORIDE";"4.0";"463.88";"0";"4.34";"2m, RGH-188";"CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1.Cl";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2026148";"Binding affinity to human dopamine D5 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2021900";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL3335556";"";"None";"315.84";"0";"4.17";"SID172236217";"Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1";"IC50";"";"20000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL3562072";"PubChem BioAssay. Counterscreening of D4 Antagonists against Dopamine 5 DRD5 (Human), Confirmatory Assay.   (Class of assay: confirmatory) ";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL116463";"";"None";"517.62";"2";"6.18";"46";"N#Cc1ccc(CCOC(=O)NC2CCN(CCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1";"IC50";"'='";"513.0";"nM";"6.29";"";"";"UO_0000065";"12.15";"0.23";"0.11";"9.62";"0";"CHEMBL675948";"Inhibition of human dopamine receptor D5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL115444";"";"None";"429.86";"0";"4.10";"3";"O=C(OCc1cc2c(cc1Cl)OCO2)N1CCC(n2c(O)nc3ccccc32)CC1";"IC50";"'='";"4890.0";"nM";"5.31";"";"";"UO_0000065";"12.35";"0.24";"1.21";"6.17";"0";"CHEMBL675948";"Inhibition of human dopamine receptor D5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL116735";"";"None";"480.57";"1";"5.79";"40";"O=C(CCc1ccc(F)cc1)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"IC50";"'='";"3020.0";"nM";"5.52";"";"";"UO_0000065";"11.49";"0.22";"-0.27";"23.44";"0";"CHEMBL675948";"Inhibition of human dopamine receptor D5";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1850";"Dopamine D5 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134625";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
