"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL161876";"";"None";"363.17";"1";"5.01";"33";"N=C(NCc1ccccc1OC(F)(F)F)c1ccc(Cl)c(Cl)c1";"IC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"19.95";"0.43";"2.23";"16.06";"0";"CHEMBL749390";"Inhibition of the response to NMDA glutamate/glycine receptor NR2B subtype was determined using FLIPR assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";""
"CHEMBL305195";"";"None";"339.48";"0";"4.02";"Ro 25-6981";"C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"23.70";"0.44";"4.03";"18.41";"1";"CHEMBL4309004";"Negative allosteric modulation of GluN2B receptor (unknown origin) expressed in xenopus laevis oocytes assessed as reduction in glycine-induced channel current by two electrode voltage clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4308825";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2010886";"";"None";"283.35";"0";"3.87";"22";"CC(C)NCc1c(F)ccc2[nH]c(-c3ccccc3)nc12";"IC50";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"21.53";"0.40";"2.23";"14.98";"0";"CHEMBL2013395";"Displacement of [3H]-Ro256981 from human NR2B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010727";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL2333945";"";"None";"461.90";"0";"3.03";"8; TCN-201";"O=C(NNC(=O)c1ccc(CNS(=O)(=O)c2ccc(F)c(Cl)c2)cc1)c1ccccc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4308999";"Negative allosteric modulation of human GluN2B receptor expressed in xenopus laevis oocytes assessed as reduction in 3 uM glycine-induced channel current at -40 mV holding potential by two electrode voltage clamp method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4308825";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2333945";"";"None";"461.90";"0";"3.03";"8; TCN-201";"O=C(NNC(=O)c1ccc(CNS(=O)(=O)c2ccc(F)c(Cl)c2)cc1)c1ccccc1";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"9.31";"0.19";"1.27";"4.12";"0";"CHEMBL4308995";"Negative allosteric modulation of human GluN2B receptor expressed in HEK cells assessed as reduction in glycine/glutamate-induced intracellular calcium flux preincubated for 5 mins followed by glycine/glutamate addition by Fluo-4-AM dye based FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4308825";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL161977";"";"None";"244.72";"0";"3.46";"21";"N=C(NCc1ccccc1)c1ccc(Cl)cc1";"IC50";"'='";"720.0";"nM";"6.14";"";"";"UO_0000065";"25.10";"0.49";"2.68";"17.12";"0";"CHEMBL749390";"Inhibition of the response to NMDA glutamate/glycine receptor NR2B subtype was determined using FLIPR assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";""
"CHEMBL159879";"";"None";"262.71";"0";"3.59";"15";"N=C(NCc1cccc(Cl)c1)c1ccc(F)cc1";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"24.16";"0.48";"2.76";"17.69";"0";"CHEMBL749390";"Inhibition of the response to NMDA glutamate/glycine receptor NR2B subtype was determined using FLIPR assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";""
"CHEMBL2013201";"";"None";"383.50";"1";"5.32";"7";"Oc1ccc2[nH]c(-c3ccccc3)nc2c1CN1CCC(c2ccccc2)CC1";"IC50";"'='";"79.43";"nM";"7.10";"";"";"UO_0000065";"18.51";"0.33";"1.78";"13.61";"0";"CHEMBL2013395";"Displacement of [3H]-Ro256981 from human NR2B receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2010727";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL161421";"";"None";"294.28";"0";"3.70";"20";"N=C(NCc1ccccc1)c1ccc(OC(F)(F)F)cc1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"24.93";"0.48";"3.64";"16.27";"0";"CHEMBL749390";"Inhibition of the response to NMDA glutamate/glycine receptor NR2B subtype was determined using FLIPR assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";""
"CHEMBL150491";"";"None";"396.52";"0";"4.52";"10";"O=[N+]([O-])c1ccc2[nH]c(SCCN3CCC(Cc4ccccc4)CC3)nc2c1";"IC50";"'='";"7400.0";"nM";"5.13";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL753021";"Antagonistic activity against NR1A/2B receptor in frog oocytes";"F";"BAO_0000219";"cell-based format";"frog";"None";"None";"Oocyte";"None";"";"";"";"CHEMBL1904";"Glutamate [NMDA] receptor subunit epsilon 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133420";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"CHEMBL3308859";""
