"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL590074";"";"None";"459.51";"0";"3.34";"15";"CC(C)n1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccncc4)cc3)nc21";"IC50";"'='";"21.5";"nM";"7.67";"";"";"UO_0000065";"16.69";"0.31";"4.33";"6.23";"0";"CHEMBL1068072";"Inhibition of human PI3Kgamma by fluorescence polarization format assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157707";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL244770";"";"None";"473.54";"0";"2.88";"15";"Nc1nc(NCCCN2CCOCC2)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1";"IC50";"'='";"51000.0";"nM";"4.29";"";"";"UO_0000065";"9.06";"0.17";"1.41";"3.01";"0";"CHEMBL895750";"Inhibition of recombinant PI3Kgamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148756";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL379262";"";"None";"329.33";"0";"3.06";"12";"COC(=O)c1cccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1";"IC50";"'='";"13500.0";"nM";"4.87";"";"";"UO_0000065";"14.79";"0.29";"1.81";"5.69";"0";"CHEMBL871582";"Inhibition of human PI3Kgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138050";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL1086924";"";"None";"474.61";"0";"1.67";"11";"CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccnc4)nc(N4CCOCC4)c3s2)CC1";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"16.27";"0.33";"6.05";"8.41";"0";"CHEMBL1108628";"Inhibition of recombinant PI3Kgamma assessed as PIP3 product formation by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154879";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL428496";"WORTMANNIN";"None";"428.44";"0";"2.54";"Wortmannin";"COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"19.38";"0.37";"5.76";"7.61";"0";"CHEMBL871582";"Inhibition of human PI3Kgamma";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138050";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL4071462";"";"None";"571.63";"1";"4.52";"75";"Oc1cccc(-c2nc(N3CCOCC3)c3sc(CN4CC[C@H]5[C@@H](CCc6nnc(C(F)(F)F)n65)C4)cc3n2)c1";"IC50";"'='";"199.53";"nM";"6.70";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4053406";"Inhibition of PI3Kgamma (unknown origin) using PIP2 as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins in presence of ATP by HTRF method";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052600";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";""
"CHEMBL4094734";"";"None";"517.66";"1";"3.81";"79";"Cc1nnc2n1[C@H]1CCN(Cc3cc4nc(-c5cccc(O)c5)nc(N5CCOCC5)c4s3)C[C@@H]1CC2";"IC50";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4053406";"Inhibition of PI3Kgamma (unknown origin) using PIP2 as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins in presence of ATP by HTRF method";"A";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052600";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";""
"CHEMBL1922093";"";"None";"484.59";"1";"0.51";"11";"Cc1c(CN2CCN(C(=O)CO)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"16.51";"0.32";"7.49";"5.98";"0";"CHEMBL1925471";"Inhibition of PI3K subunit p110gamma assessed as formation of phosphatidylinositide-3-phosphate product formation after 30 mins by fluorescence polarization assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921798";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL1644560";"";"None";"334.38";"0";"2.75";"11c";"Oc1cccc(-c2nc(-c3ccncc3)cc(N3CCOCC3)n2)c1";"IC50";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"20.41";"0.37";"4.07";"9.56";"0";"CHEMBL1648645";"Inhibition of human recombinant PI3K p110gamma after 1 hr by radiometric scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641516";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"None";"";"";""
"CHEMBL2381273";"";"None";"404.50";"0";"4.23";"20";"CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(-c3ccc(N)nc3)ccc1-2";"IC50";"'='";"3.7";"nM";"8.43";"";"";"UO_0000065";"20.84";"0.40";"4.20";"9.19";"0";"CHEMBL2383016";"Inhibition of GST-fused human recombinant PI3Kgamma expressed in baculovirus infected SF9 cells after 1 hr by scintillation proximity assay in presence of [gamma-33P]-ATP";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3267";"PI3-kinase p110-gamma subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380305";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308860";"";"";""
