"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL215687";"";"0";"503.70";"2";"5.95";"41";"Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1ccc(Cl)c(C(F)(F)F)c1";"IC50";"'='";"575.44";"nM";"6.24";"";"";"UO_0000065";"12.39";"0.28";"0.29";"9.70";"0";"CHEMBL864259";"Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149349";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307512";""
"CHEMBL480181";"";"0";"565.55";"2";"6.71";"10f";"Cc1cc(C(=O)Nc2ccc(CN3CCCCC3)cc2)nn1Cc1cc(Cl)ccc1OCc1ccccc1.Cl";"IC50";"'='";"12.59";"nM";"7.90";"";"";"UO_0000065";"14.93";"0.28";"1.19";"13.30";"0";"CHEMBL1022751";"Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155060";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307512";""
"CHEMBL523679";"";"0";"533.50";"1";"5.01";"9g";"Cc1cc(C(=O)Nc2ccc(CN3CCOCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C.Cl";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"16.30";"0.32";"3.09";"11.80";"0";"CHEMBL1022751";"Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155060";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307512";""
"CHEMBL492829";"";"0";"531.53";"1";"6.17";"4k";"Cc1cc(NC(=O)c2ccc(CN3CCCCC3)cc2)nn1Cc1cc(Cl)ccc1OCC(C)C.Cl";"IC50";"'='";"39.81";"nM";"7.40";"";"";"UO_0000065";"14.95";"0.29";"1.23";"12.46";"0";"CHEMBL1022751";"Displacement of [H3PGE2 from human EP1 receptor expressed in CHOK1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155060";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"CHEMBL3307512";""
"CHEMBL378197";"";"0";"455.23";"0";"4.99";"16";"O=C(O)c1nn(Cc2cc(Br)ccc2OCc2ccccc2)cc1C(F)(F)F";"IC50";"'='";"2570.4";"nM";"5.59";"";"";"UO_0000065";"12.28";"0.27";"0.60";"8.69";"0";"CHEMBL864259";"Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149349";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307512";""
"CHEMBL380297";"";"0";"401.26";"0";"4.28";"13";"Cc1cn(Cc2cc(Br)ccc2OCc2ccccc2)nc1C(=O)O";"IC50";"'='";"426.58";"nM";"6.37";"";"";"UO_0000065";"15.87";"0.35";"2.09";"9.90";"0";"CHEMBL864259";"Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149349";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307512";""
"CHEMBL425076";"";"0";"469.26";"1";"5.30";"39";"Cc1cc(C(=O)O)nn1Cc1cc(Br)ccc1OCc1cccc(C(F)(F)F)c1";"IC50";"'='";"309.03";"nM";"6.51";"";"";"UO_0000065";"13.87";"0.31";"1.21";"10.12";"0";"CHEMBL864259";"Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149349";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307512";""
"CHEMBL208912";"";"0";"435.88";"1";"6.52";"14";"Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"6.31";"nM";"8.20";"";"";"UO_0000065";"18.81";"0.36";"1.68";"15.93";"0";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3308072";""
"CHEMBL377649";"";"0";"462.34";"1";"6.49";"2";"Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"17.52";"0.37";"1.61";"15.74";"0";"CHEMBL865352";"Inhibition of [3H]PGE2 binding to EP1 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138923";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3308072";""
"CHEMBL362543";"";"0";"420.92";"1";"7.01";"3";"O=C(O)c1cccc(-c2sccc2-c2cc(Cl)ccc2OCc2ccccc2)c1";"IC50";"'='";"3.548";"nM";"8.45";"";"";"UO_0000065";"20.08";"0.40";"1.44";"18.16";"0";"CHEMBL864259";"Displacement of [3H]PGE2 from EP1 receptor expressed in CHO-K1 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL1811";"Prostanoid EP1 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149349";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"CHEMBL3307512";""
