"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL1086657";"";"None";"386.41";"0";"2.43";"1e, MK-6892";"CC(C)(Cc1nc(-c2ccc(O)cn2)no1)C(=O)NC1=C(C(=O)O)CCCC1";"Ki";"'='";"595.0";"nM";"6.22";"";"";"UO_0000065";"16.11";"0.30";"3.80";"4.50";"0";"CHEMBL1105988";"Displacement of [3H]NA from cloned human GPR109A receptor expressed in CHO-K1 cells by spectrophotometry in presence of 4% human serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155429";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307512";"";"";""
"CHEMBL1084657";"";"None";"430.31";"0";"2.59";"1k";"O=C(O)C1=C(NC(=O)C(F)(F)C(F)(F)c2nc(-c3ccc(O)cn3)no2)CCCC1";"Ki";"'='";"1.4";"nM";"8.85";"";"";"UO_0000065";"20.58";"0.40";"6.26";"6.40";"0";"CHEMBL1105987";"Displacement of [3H]NA from cloned human GPR109A receptor expressed in CHO-K1 cells by spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155429";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307512";"";"";""
"CHEMBL1084394";"";"None";"386.41";"0";"2.53";"1j";"CC(C)(CC(=O)NC1=C(C(=O)O)CCCC1)c1nc(-c2ccc(O)cn2)no1";"Ki";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"17.82";"0.34";"4.36";"4.97";"0";"CHEMBL1105987";"Displacement of [3H]NA from cloned human GPR109A receptor expressed in CHO-K1 cells by spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155429";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307512";"";"";""
"CHEMBL1087302";"";"None";"358.35";"0";"1.80";"1b";"O=C(CCc1nc(-c2ccc(O)cn2)no1)NC1=C(C(=O)O)CCCC1";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"19.04";"0.36";"5.02";"4.93";"0";"CHEMBL1105988";"Displacement of [3H]NA from cloned human GPR109A receptor expressed in CHO-K1 cells by spectrophotometry in presence of 4% human serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155429";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307512";"";"";""
"CHEMBL1086656";"";"None";"372.38";"0";"2.04";"1d, enantiomer B";"CC(Cc1nc(-c2ccc(O)cn2)no1)C(=O)NC1=C(C(=O)O)CCCC1";"Ki";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"17.83";"0.34";"4.60";"4.80";"0";"CHEMBL1105988";"Displacement of [3H]NA from cloned human GPR109A receptor expressed in CHO-K1 cells by spectrophotometry in presence of 4% human serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155429";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307512";"";"";""
"CHEMBL1084393";"";"None";"372.38";"0";"2.36";"rac-1i";"CC(CC(=O)NC1=C(C(=O)O)CCCC1)c1nc(-c2ccc(O)cn2)no1";"Ki";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"16.00";"0.30";"3.60";"4.30";"0";"CHEMBL1105988";"Displacement of [3H]NA from cloned human GPR109A receptor expressed in CHO-K1 cells by spectrophotometry in presence of 4% human serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155429";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307512";"";"";""
"CHEMBL573";"NIACIN";"4.0";"123.11";"0";"0.78";"NA";"O=C(O)c1cccnc1";"Ki";"'='";"82.0";"nM";"7.09";"";"";"UO_0000065";"57.56";"1.08";"6.31";"14.12";"0";"CHEMBL1105987";"Displacement of [3H]NA from cloned human GPR109A receptor expressed in CHO-K1 cells by spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155429";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307512";"";"";""
"CHEMBL1771738";"";"None";"220.22";"0";"1.93";"12";"CC(OC(=O)/C=C/C(=O)O)c1ccccc1";"Ki";"'='";"5700.0";"nM";"5.24";"";"";"UO_0000065";"23.81";"0.45";"3.31";"8.25";"0";"CHEMBL1772553";"Displacement of [3H]nicotinic acid from human GPR109a receptor expressed in human HEK293T cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1770096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3706569";"";"";""
"CHEMBL1771737";"BENZYL FUMARATE";"None";"206.20";"0";"1.37";"11";"O=C(O)/C=C/C(=O)OCc1ccccc1";"Ki";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"26.46";"0.50";"4.09";"8.58";"0";"CHEMBL1772553";"Displacement of [3H]nicotinic acid from human GPR109a receptor expressed in human HEK293T cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1770096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3706569";"";"";""
"CHEMBL298683";"";"None";"138.12";"0";"1.38";"50";"O=C(O)/C=C/c1ccoc1";"Ki";"'='";"14000.0";"nM";"4.85";"";"";"UO_0000065";"35.14";"0.66";"3.47";"9.62";"0";"CHEMBL1772553";"Displacement of [3H]nicotinic acid from human GPR109a receptor expressed in human HEK293T cells by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3785";"Hydroxycarboxylic acid receptor 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1770096";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3706569";"";"";""
