"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL197176";"";"None";"217.26";"0";"0.93";"1h";"CC(C)CC[C@H](C[C@H](N)C(=O)O)C(=O)O";"Ki";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859748";"Binding affinity to human EAAT2 expressed in HEK293 cells in FMP (FLPR) assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141219";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";""
"CHEMBL288166";"2S,4R-4-METHYLGLUTAMATE";"None";"161.16";"0";"-0.49";"1a";"C[C@H](C[C@H](N)C(=O)O)C(=O)O";"Ki";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859748";"Binding affinity to human EAAT2 expressed in HEK293 cells in FMP (FLPR) assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141219";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";""
"CHEMBL482081";"";"None";"219.19";"0";"-0.65";"2f";"N[C@@H](C[C@@H](CCC(=O)O)C(=O)O)C(=O)O";"Ki";"'>'";"3000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL500042";"";"None";"232.24";"0";"-0.98";"2h";"CNC(=O)CC[C@H](C[C@H](N)C(=O)O)C(=O)O";"Ki";"'='";"680000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL494878";"";"None";"260.29";"0";"-0.20";"2i";"CCCNC(=O)CC[C@H](C[C@H](N)C(=O)O)C(=O)O";"Ki";"'='";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL1256243";"";"None";"171.15";"0";"-1.01";"5, L-3,4-MPDC";"O=C(O)[C@H]1[C@H]2CN[C@H](C(=O)O)[C@H]21";"Ki";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"33.86";"0.66";"6.81";"6.69";"0";"CHEMBL1259930";"Inhibition of human GLT1 expressed in Xenopus laevis Oocytes assessed as reduction of [3H]-glutamate uptake after 10 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255170";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL482080";"";"None";"233.22";"0";"-0.56";"2e";"COC(=O)CC[C@H](C[C@H](N)C(=O)O)C(=O)O";"Ki";"'='";"180000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL482081";"";"None";"219.19";"0";"-0.65";"2f";"N[C@@H](C[C@@H](CCC(=O)O)C(=O)O)C(=O)O";"Ki";"'>'";"3162277.66";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL446256";"";"None";"267.28";"0";"0.71";"2b";"N[C@@H](C[C@@H](COCc1ccccc1)C(=O)O)C(=O)O";"Ki";"'='";"290000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL500448";"";"None";"177.16";"0";"-1.52";"2a";"N[C@@H](C[C@@H](CO)C(=O)O)C(=O)O";"Ki";"'='";"125892.54";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL199564";"";"None";"189.21";"0";"0.15";"1f";"CC(C)[C@H](C[C@H](N)C(=O)O)C(=O)O";"Ki";"'='";"16218.1";"nM";"4.79";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859748";"Binding affinity to human EAAT2 expressed in HEK293 cells in FMP (FLPR) assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141219";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";""
"CHEMBL54336";"";"None";"159.14";"0";"-0.87";"1, trans-2,2-PDC";"O=C(O)[C@H]1CCN[C@@H]1C(=O)O";"Ki";"'='";"12000.0";"nM";"4.92";"";"";"UO_0000065";"30.92";"0.61";"5.79";"5.68";"0";"CHEMBL1259930";"Inhibition of human GLT1 expressed in Xenopus laevis Oocytes assessed as reduction of [3H]-glutamate uptake after 10 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1255170";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL500042";"";"None";"232.24";"0";"-0.98";"2h";"CNC(=O)CC[C@H](C[C@H](N)C(=O)O)C(=O)O";"Ki";"'='";"630957.34";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL198618";"";"None";"237.25";"0";"0.73";"1i";"N[C@@H](C[C@@H](Cc1ccccc1)C(=O)O)C(=O)O";"Ki";"'='";"32359.37";"nM";"4.49";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL859748";"Binding affinity to human EAAT2 expressed in HEK293 cells in FMP (FLPR) assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141219";"1";"Scientific Literature";"J Med Chem";"2005";"CHEMBL3307715";""
"CHEMBL575060";"GLUTAMIC ACID";"3.0";"147.13";"0";"-0.74";"Glu";"N[C@@H](CCC(=O)O)C(=O)O";"Ki";"'='";"62000.0";"nM";"4.21";"";"";"UO_0000065";"28.60";"0.57";"4.95";"4.18";"0";"CHEMBL1016591";"Inhibition of [3H]D-Asp uptake at human EAAT2 in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4973";"Excitatory amino acid transporter 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155081";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
