"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL62892";"";"None";"548.68";"2";"6.82";"6g";"CC(C)(C)c1ccc(C(Cc2ccc(C(=O)NCCC(=O)O)cc2)C(=O)Nc2ccc(-c3ccccc3)cc2)cc1";"Ki";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"14.51";"0.27";"1.14";"8.33";"0";"CHEMBL680804";"In vitro binding affinity against human glucagon receptor (h-GlucR) was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147535";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL3680836";"";"None";"511.60";"2";"6.49";"BDBM123644";"CC(C)c1ccc(CNc2ccc(-c3ccc(F)cc3)cc2)c(-c2ccc(C(=O)NCCC(=O)O)nc2)c1";"Ki";"'='";"20.0";"nM";"7.70";"";"252562";"UO_0000065";"15.05";"0.28";"1.21";"8.43";"0";"CHEMBL3887065";"Binding Assay: The binding assay was performed by a filtration method in a 384 well format. Membranes at a final protein concentration of 6 μg/well were incubated with 125I-glucagon at 0.3 nM and in the presence of compound for 2 hours at room temperature in a total reaction volume of 40 μL per well. Assay buffer consisted of 50 mM HEPES, pH 7.4, 5 mM MgCl2, 1 mM CaCl2 and 0.2% BSA. 30 μL of the reaction was then transferred to PEI treated filter plates and followed by filter aspiration. Plates were then washed 5x and allowed to dry at room temperature overnight. The next day the bottom of the plate was covered with seal tape and scintillant was added. Total counts retained by the filters were quantified with a Top Count instrument.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638560";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL62704";"";"None";"500.64";"2";"5.72";"6d";"CCc1cccc(NC(=O)C(Cc2ccc(C(=O)NCCC(=O)O)cc2)c2ccc(C(C)(C)C)cc2)c1";"Ki";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"14.18";"0.26";"1.38";"7.43";"0";"CHEMBL680804";"In vitro binding affinity against human glucagon receptor (h-GlucR) was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147535";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL2381839";"";"None";"421.50";"0";"4.31";"36";"CCCC(Oc1ccc(-n2cc(C)cn2)cc1)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"13.57";"0.25";"1.41";"6.12";"0";"CHEMBL2382751";"Displacement of [125I]-glucagon-cex from human glucagon receptor by cell based assay in presence of 0.2% bovine serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL2381822";"";"None";"475.47";"0";"4.44";"20";"CCCC(Nc1ccc(-n2cc(C(F)(F)F)cn2)nc1)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"14.24";"0.27";"2.33";"6.20";"0";"CHEMBL2382751";"Displacement of [125I]-glucagon-cex from human glucagon receptor by cell based assay in presence of 0.2% bovine serum albumin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2380306";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";""
"CHEMBL149138";"";"None";"450.47";"0";"4.23";"32";"O=C(O)c1cccc(COc2ccc3[nH]c(SCC(=O)c4ccc(O)c(O)c4)nc3c2)c1";"Ki";"'='";"95000.0";"nM";"4.02";"";"";"UO_0000065";"8.93";"0.17";"-0.21";"3.03";"0";"CHEMBL680803";"Binding affinity towards cloned human glucagon receptor in BHK cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131430";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL148905";"";"None";"317.39";"0";"3.68";"20";"O=C(CSc1nc2ccccc2s1)c1ccc(O)c(O)c1";"Ki";"'='";"73000.0";"nM";"4.14";"";"";"UO_0000065";"13.03";"0.27";"0.46";"5.87";"0";"CHEMBL680803";"Binding affinity towards cloned human glucagon receptor in BHK cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"BHK";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131430";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL4536588";"";"None";"572.03";"2";"7.52";"13L";"Cc1c(-c2ccc(C(F)(F)F)cc2Cl)ccc2c1cnn2[C@@H](CC(C)C)c1ccc(C(=O)NCCC(=O)O)cc1";"Ki";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4400414";"Inhibition of human full length GCGR transfected in HEK293 cells assessed as reduction in glucagon-induced cAMP response by LANCE TR-FRET assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4396971";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL3307715";"";"";""
"CHEMBL3617570";"";"None";"500.52";"2";"5.57";"30";"CC(C)C[C@@H](Nc1cnc(C(=O)NCCC(=O)O)nc1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1";"Ki";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"15.30";"0.29";"2.09";"7.35";"0";"CHEMBL3619086";"Displacement of [125I]-glucagon from human glucagon receptor expressed in Chem-1 cell membranes after 6 to 10 hrs by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Chem-1";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3616453";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";""
"CHEMBL3675867";"";"None";"622.86";"2";"8.21";"BDBM123588";"O=C(O)CCNC(=O)c1ccc(-c2cc(C(F)(F)F)c(Cl)cc2CNc2ccc(-c3ccc(Cl)cc3Cl)cc2)cn1";"Ki";"'='";"33.8";"nM";"7.47";"";"252506";"UO_0000065";"11.99";"0.25";"-0.74";"8.18";"0";"CHEMBL3887065";"Binding Assay: The binding assay was performed by a filtration method in a 384 well format. Membranes at a final protein concentration of 6 μg/well were incubated with 125I-glucagon at 0.3 nM and in the presence of compound for 2 hours at room temperature in a total reaction volume of 40 μL per well. Assay buffer consisted of 50 mM HEPES, pH 7.4, 5 mM MgCl2, 1 mM CaCl2 and 0.2% BSA. 30 μL of the reaction was then transferred to PEI treated filter plates and followed by filter aspiration. Plates were then washed 5x and allowed to dry at room temperature overnight. The next day the bottom of the plate was covered with seal tape and scintillant was added. Total counts retained by the filters were quantified with a Top Count instrument.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1985";"Glucagon receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638560";"37";"BindingDB Database";"";"2014";"None";"";"";""
