"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL127071";"POZANICLINE";"2.0";"192.26";"0";"1.52";"18";"Cc1ncccc1OC[C@@H]1CCCN1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL751844";"Affinity for Nicotinic acetylcholine receptor alpha7";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130264";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL126692";"";"None";"192.26";"0";"1.52";"R-4";"Cc1ncccc1OC[C@H]1CCCN1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL750444";"Bindind affinity value obtained by measuring the displacement of radioligand [125I]alpha-bungarotoxin from K-28 cells stably express human Nicotinic acetylcholine receptor alpha7";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"K-28";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129931";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL3037929";"";"None";"169.22";"0";"0.40";"41";"COC(=O)[C@H]1C[C@H]2CNC[C@H]2C1";"Ki";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"28.87";"0.56";"4.49";"12.75";"0";"CHEMBL2410352";"Displacement of [3H]Epibatidine from human alpha7 nACHR expressed in CHO cell membranes after 2 hrs by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2407030";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"CHEMBL3308072";"";"";""
"CHEMBL3699101";"";"None";"301.42";"0";"2.31";"BDBM139033";"Nc1ccc2cc(C(=O)N[C@H]3CN4CCC3CC4)sc2c1";"Ki";"'='";"2.8";"nM";"8.55";"";"273167";"UO_0000065";"28.38";"0.56";"6.24";"14.66";"0";"CHEMBL3706059";"Binding Assay: The [3H]-methyllycaconitine binding assay is a modification of the method described by Davies et al. in Neuropharmacol. 1999, 38, 679-690.Rat brain tissue (hippocampus or whole brain) is homogenized in homogenization buffer (10% w/v, 0.32 M sucrose, 1 mM EDTA, 0.1 mM phenylmethylsulfonyl fluoride (PMSF), 0.01% (w/v) NaN3, pH 7.4, 4 C.) at 600 rpm in a glass homogenizer. The homogenate is centrifuged (1000xg, 4 C., 10 min) and the supernatant is removed. The pellet is resuspended (20% w/v) and the suspension is centrifuged (1000xg, 4 C., 10 min). The two supernatants are combined and centrifuged (15 000xg, 4 C., 30 min). The pellet obtained in this way is referred to as the P2 fraction.The P2 pellet is washed with binding buffer (50 mM Tris-HCl, 1 mM MgCl2, 120 mM NaCl, 5 mM KCl, 2 mM CaCl2, pH 7.4), and centrifuged (15 000x g, 4 C., 30 min), twice.The P2 membranes are resuspended in binding buffer and incubated in a volume of 250 ul (amount of membrane protein 0.1-0.5 mg).";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639090";"37";"BindingDB Database";"";"2014";"None";"";"";""
"CHEMBL1947051";"BENZOYL TROPINE";"None";"245.32";"0";"2.47";"16";"CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1ccccc1)C2";"Ki";"'='";"15848.93";"nM";"4.80";"";"";"UO_0000065";"19.57";"0.36";"2.33";"16.25";"0";"CHEMBL1948415";"Displacement of [3H]MLA from nAChR alpha7 receptor in human SH-SY5Y cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1944529";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"CHEMBL3307740";"";"";""
"CHEMBL667";"ACETYLCHOLINE";"4.0";"146.21";"0";"0.26";"Ach";"CC(=O)OCC[N+](C)(C)C";"Ki";"'='";"7943.28";"nM";"5.10";"";"";"UO_0000065";"34.88";"0.70";"4.84";"19.39";"0";"CHEMBL1832420";"Displacement of [3H]-MLA from human alpha7 nAChR expressed in human SH-SY5Y cells after 1.5 hrs by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"SH-SY5Y";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828593";"1";"Scientific Literature";"Bioorg Med Chem";"2011";"CHEMBL3307740";"";"";""
"CHEMBL2179867";"";"None";"388.47";"0";"3.17";"43";"O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1ccc(-c2ccccn2)o1";"Ki";"'='";"705.0";"nM";"6.15";"";"";"UO_0000065";"15.84";"0.29";"2.98";"8.63";"0";"CHEMBL2182415";"Displacement of [3H]epibatidine form human alpha7 nAchR expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177097";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307715";"";"";""
"CHEMBL2177516";"";"None";"235.72";"0";"2.14";"34";"Clc1ccc(C2=CC3CNCC(C2)C3)nn1";"Ki";"'='";"77.0";"nM";"7.11";"";"";"UO_0000065";"30.18";"0.61";"4.97";"18.81";"0";"CHEMBL2187476";"Displacement of [3H]epibatidine from human alpha7 nAChR expressed in human HEK/RIC3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK/RIC3";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176949";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL2177542";"";"None";"244.34";"0";"2.45";"12b";"COc1cncc(C2=CC3CC(C2)CN(C)C3)c1";"Ki";"'='";"605.0";"nM";"6.22";"";"";"UO_0000065";"25.45";"0.47";"3.77";"24.52";"0";"CHEMBL2187476";"Displacement of [3H]epibatidine from human alpha7 nAChR expressed in human HEK/RIC3 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK/RIC3";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176949";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";""
"CHEMBL2179882";"";"None";"391.47";"0";"3.27";"59";"COc1cccc2cc(C(=O)N[C@@H]3C4CCN(CC4)[C@H]3Cc3cccnc3)oc12";"Ki";"'='";"5.9";"nM";"8.23";"";"";"UO_0000065";"21.02";"0.39";"4.96";"12.17";"0";"CHEMBL2182415";"Displacement of [3H]epibatidine form human alpha7 nAchR expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL2492";"Neuronal acetylcholine receptor protein alpha-7 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177097";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307715";"";"";""
