"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL285801";"";"None";"413.61";"0";"4.56";"n-octyl-ILV";"CCCCCCCCc1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"21.76";"0.41";"4.44";"13.17";"0";"CHEMBL771562";"Displacement of [3H]- PDBu from recombinant PKC epsilon expressed in baculovirus";"B";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129999";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL261387";"";"None";"394.40";"0";"2.44";"4";"CC(C)[C@H]1C(=O)N[C@H](CO)Cc2cn3nc(C(F)(F)F)c4ccc(c2c43)N1C";"Ki";"'='";"80.1";"nM";"7.10";"";"";"UO_0000065";"17.99";"0.35";"4.66";"10.16";"0";"CHEMBL929991";"Displacement of [3H]PDBu from PKCepsilon C1B domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143200";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";""
"CHEMBL492118";"";"None";"448.52";"0";"3.72";"1b";"CC(C)=C1CC(CO)(COC(=O)CCOc2ccc(C#Cc3ccc(C)cc3)cc2)OC1=O";"Ki";"'='";"153.0";"nM";"6.82";"";"";"UO_0000065";"15.20";"0.28";"3.10";"8.31";"0";"CHEMBL1000240";"Displacement of [3H]PDBu form human PKCepsilon in presence of phosphatidylserine";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138492";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL489520";"";"None";"462.54";"0";"4.11";"1c";"CC(C)=C1CC(CO)(COC(=O)CCCOc2ccc(C#Cc3ccc(C)cc3)cc2)OC1=O";"Ki";"'='";"31.9";"nM";"7.50";"";"";"UO_0000065";"16.21";"0.30";"3.39";"9.14";"0";"CHEMBL995913";"Displacement of [3H]PDBu form human PKCepsilon in presence of plasma membrane lipid mimetic mixture";"B";"BAO_0000249";"cell membrane format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138492";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL522428";"";"None";"404.46";"0";"3.57";"2";"CC(C)=C1CC(CO)(COC(=O)c2ccc(C#Cc3ccc(C)cc3)cc2)OC1=O";"Ki";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"19.78";"0.36";"4.43";"10.98";"0";"CHEMBL1000240";"Displacement of [3H]PDBu form human PKCepsilon in presence of phosphatidylserine";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138492";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";""
"CHEMBL3310290";"";"None";"414.43";"0";"4.76";"15";"CC(C)C(O)Cc1cc(-c2ccnc3[nH]nc(C(F)(F)F)c23)cc(C2(C#N)CC2)c1";"Ki";"'='";"215.0";"nM";"6.67";"";"";"UO_0000065";"16.09";"0.30";"1.91";"7.79";"0";"CHEMBL3368193";"Inhibition of full-length recombinant PKCepsilon (unknown origin) using ERMRPRKRQGSVRRRV peptide substrate by coupled-enzyme assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351598";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL271403";"";"None";"326.40";"0";"1.42";"2";"CC(C)[C@H]1C(=O)N[C@H](CO)Cc2cn3ncc4ccc(c2c43)N1C";"Ki";"'='";"22.5";"nM";"7.65";"";"";"UO_0000065";"23.43";"0.44";"6.23";"10.95";"0";"CHEMBL929991";"Displacement of [3H]PDBu from PKCepsilon C1B domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143200";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";"";"";""
"CHEMBL3310284";"";"None";"413.40";"0";"3.88";"30";"CC(=O)NCCc1cc(-c2ccnc3[nH]nc(C(F)(F)F)c23)cc(C2(C#N)CC2)c1";"Ki";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"18.13";"0.34";"3.61";"7.93";"0";"CHEMBL3368193";"Inhibition of full-length recombinant PKCepsilon (unknown origin) using ERMRPRKRQGSVRRRV peptide substrate by coupled-enzyme assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351598";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";"";"";""
"CHEMBL4175742";"";"None";"373.79";"0";"2.65";"101";"O=C1OC(CO)(COC(=O)c2ccc(Cl)cc2)C/C1=C\c1ccccn1";"Ki";"'='";"92.3";"nM";"7.04";"";"";"UO_0000065";"18.82";"0.37";"4.38";"8.21";"0";"CHEMBL4137135";"Displacement of [3H]PDBu from full length recombinant human PKCepsilon expressed in baculovirus expression system after 5 mins by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130626";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4172461";"";"None";"407.25";"0";"3.91";"113";"O=C1OC(CO)(COC(=O)c2ccc(Cl)cc2)C/C1=C\c1ccc(Cl)cc1";"Ki";"'='";"6.51";"nM";"8.19";"";"";"UO_0000065";"20.10";"0.41";"4.28";"11.24";"0";"CHEMBL4137135";"Displacement of [3H]PDBu from full length recombinant human PKCepsilon expressed in baculovirus expression system after 5 mins by scintillation counting";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3582";"Protein kinase C epsilon";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130626";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
