"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL4852400";"";"None";"354.45";"0";"2.06";"68";"C[C@@H]1CCN(c2nc(N3CCOCC3)cc(=O)[nH]2)[C@H]1Cc1ccccc1";"Ki";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"23.20";"0.43";"6.16";"13.38";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL4874640";"";"None";"351.45";"0";"2.28";"52";"O=c1cc(N2CCOCC2)cc(N2C[C@H]3C[C@H]3[C@@H]2Cc2ccccc2)[nH]1";"Ki";"'='";"98.0";"nM";"7.01";"";"";"UO_0000065";"19.94";"0.37";"4.73";"14.43";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL1615189";"";"None";"476.94";"0";"4.91";"82";"CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"15.74";"0.33";"2.60";"7.43";"0";"CHEMBL1775871";"Inhibition of human VPS34 after 30 mins by fluorescence-based immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1773016";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";""
"CHEMBL4872413";"";"None";"420.53";"0";"3.95";"11";"COc1ccc2c(c1)Cc1cccc(-c3cc(N4CCOCC4)cc(=O)n3C)c1S2";"Ki";"'='";"910.0";"nM";"6.04";"";"";"UO_0000065";"14.37";"0.28";"2.09";"13.82";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL4873551";"";"None";"339.44";"0";"2.42";"43";"O=c1cc(N2CCOCC2)cc(N2CCCC2Cc2ccccc2)[nH]1";"Ki";"'='";"49.0";"nM";"7.31";"";"";"UO_0000065";"21.53";"0.40";"4.89";"15.05";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL4866506";"";"None";"357.43";"0";"2.37";"48";"O=c1cc(N2CCOCC2)cc(N2CC[C@@H](F)[C@@H]2Cc2ccccc2)[nH]1";"Ki";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"19.47";"0.37";"4.59";"14.33";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL4857803";"";"None";"352.44";"0";"1.67";"66";"O=c1cc(N2CCOCC2)nc(N2C[C@@H]3C[C@@H]3[C@@H]2Cc2ccccc2)[nH]1";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"23.55";"0.44";"6.63";"13.51";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL2140173";"";"None";"547.68";"1";"4.25";"186, KU-60019";"C[C@@H]1CN(CC(=O)Nc2ccc3c(c2)Cc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)C[C@H](C)O1";"Ki";"'='";"17.0";"nM";"7.77";"";"";"UO_0000065";"14.19";"0.27";"3.52";"9.22";"0";"CHEMBL5225356";"Binding affinity to Vps34 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5223149";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";""
"CHEMBL4868624";"";"None";"407.50";"0";"3.75";"34";"COc1ccc2c(c1)Cc1cccc(-c3cc(N4CCOCC4)nc(O)n3)c1S2";"Ki";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"13.45";"0.26";"1.73";"8.10";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
"CHEMBL4878312";"";"None";"340.43";"0";"2.23";"31";"Oc1cc(N2CCOCC2)nc(N2CCC[C@@H]2Cc2ccccc2)n1";"Ki";"'='";"16.0";"nM";"7.80";"";"";"UO_0000065";"22.90";"0.43";"5.57";"12.63";"0";"CHEMBL4823701";"Inhibition of full length recombinant GST-tagged human VPS34 expressed in baculovirus expression system using PI/PS as substrate incubated for 60 mins in presence of ATP at Km concentration by luminescence assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075165";"Phosphatidylinositol 3-kinase catalytic subunit type 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823251";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";""
