"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL210468";"";"None";"419.53";"1";"5.26";"14b";"CC(C)Cc1ccc(-c2nc(-c3ccc([C@@H]4CC[C@@H](CCC(=O)O)N4)cc3)no2)cc1";"IC50";"'='";"6700.0";"nM";"5.17";"";"";"UO_0000065";"12.33";"0.23";"-0.09";"5.86";"0";"CHEMBL853138";"Displacement of [33P]S1P from S1P3 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147803";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";""
"CHEMBL224703";"";"None";"331.50";"0";"4.89";"6";"CCCCCCCCCc1ccc(CN2CCC(C(=O)O)C2)cc1";"IC50";"'='";"2100.0";"nM";"5.68";"";"Antagonist";"UO_0000065";"17.13";"0.32";"0.79";"14.01";"0";"CHEMBL913921";"Displacement of [33P]sphingosine 1 phosphate from human S1P3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149292";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308072";"";"ANTAGONIST";""
"CHEMBL143142";"";"None";"335.51";"0";"4.77";"9";"CCCCCCCCCc1cccc(C2N[C@H](C(=O)O)CS2)c1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL911998";"Antagonist activity against human S1P3 receptor assessed as inhibition of S1P-induced intracellular calcium mobilization in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141397";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307512";"";"";""
"CHEMBL1472539";"";"None";"396.27";"1";"6.97";"SID87357352";"Cc1ccc2ccccc2c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1";"IC50";"'>'";"25000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1613832";"PUBCHEM_BIOASSAY: Late stage counterscreen assay for S1P4 antagonists: Fluorescence dose response cell-based screening assay for antagonists of the Sphingosine 1-Phosphate Receptor 3 (S1P3). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1510, AID1524, AID1692, AID1853, AID2332, AID489009, AID489017]";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL475405";"";"None";"470.46";"0";"3.74";"PPI-4667-P";"C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)cc1";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"14.24";"0.28";"2.96";"5.11";"1";"CHEMBL1108113";"Displacement of [33P]sphingosine-1-phosphate from human S1P3 receptor expressed in HEK293T cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156167";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3706569";"";"";""
"CHEMBL1511839";"";"None";"416.35";"1";"7.75";"SID87357349";"CC(C)c1cccc(C(C)C)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1";"IC50";"'>'";"25000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1613832";"PUBCHEM_BIOASSAY: Late stage counterscreen assay for S1P4 antagonists: Fluorescence dose response cell-based screening assay for antagonists of the Sphingosine 1-Phosphate Receptor 3 (S1P3). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1510, AID1524, AID1692, AID1853, AID2332, AID489009, AID489017]";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL1514981";"";"None";"327.33";"1";"5.09";"SID87357341";"Cc1cccc(C)c1NC(=O)c1ccc(-c2cc(F)ccc2F)o1";"IC50";"'>'";"25000.0";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1613832";"PUBCHEM_BIOASSAY: Late stage counterscreen assay for S1P4 antagonists: Fluorescence dose response cell-based screening assay for antagonists of the Sphingosine 1-Phosphate Receptor 3 (S1P3). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1510, AID1524, AID1692, AID1853, AID2332, AID489009, AID489017]";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";""
"CHEMBL117723";"";"None";"466.35";"0";"4.85";"4";"CCCCCCCCOc1c(Br)cc(CNCCCP(=O)(O)O)cc1OC";"IC50";"'='";"2100.0";"nM";"5.68";"";"Antagonist";"UO_0000065";"12.17";"0.29";"0.83";"6.45";"1";"CHEMBL913921";"Displacement of [33P]sphingosine 1 phosphate from human S1P3 receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149292";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308072";"";"ANTAGONIST";""
"CHEMBL442040";"";"None";"582.68";"2";"5.56";"31E";"CCCCCCCCOc1ccc(/C(=N/NS(=O)(=O)c2cc(C(=O)O)cc(C(=O)O)c2)c2ccccc2)cc1OC";"IC50";"'='";"11390.0";"nM";"4.94";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL911998";"Antagonist activity against human S1P3 receptor assessed as inhibition of S1P-induced intracellular calcium mobilization in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141397";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307512";"";"";""
"CHEMBL218447";"";"None";"664.87";"2";"8.67";"33E";"CCCCCCCCCCCCCCCCOc1ccc(/C(=N/NS(=O)(=O)c2cc(C(=O)O)cc(C(=O)O)c2)c2ccccc2)cc1";"IC50";"'='";"9740.0";"nM";"5.01";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL911998";"Antagonist activity against human S1P3 receptor assessed as inhibition of S1P-induced intracellular calcium mobilization in CHO-K1 cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL3892";"Sphingosine 1-phosphate receptor Edg-3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141397";"1";"Scientific Literature";"J Med Chem";"2007";"CHEMBL3307512";"";"";""
