"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL280247";"";"0";"383.50";"0";"2.45";"19b";"O=C1CC[C@H](/C=C/[C@H](O)Cc2ccccc2)N1CCCCCCc1nnn[nH]1";"Ki";"'>'";"13000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL765914";"Binding affinity towards EP2 receptor expressed in HEK293 ebna cells recombinantly expressing the corresponding human prostanoid cDNAs";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136653";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"CHEMBL3307715";""
"CHEMBL218071";"";"0";"536.45";"2";"5.72";"7c";"COc1ccc(Br)cc1S(=O)(=O)NC(=O)/C=C/c1ccccc1Cc1ccc2ccccc2c1";"Ki";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL909001";"Binding affinity to EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139690";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None";""
"CHEMBL257217";"";"0";"373.49";"0";"3.81";"2b";"CCCCCC[C@H](O)/C=C/[C@H]1CCC(=O)N1CCc1ccc(C(=O)O)cc1";"Ki";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"19.46";"0.37";"3.46";"9.34";"0";"CHEMBL931917";"Displacement of [3H]PGE2 from human EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143179";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None";""
"CHEMBL2096894";"";"0";"355.48";"0";"4.61";"18";"CCCC/C=C(C)/C=C\[C@H]1CCC(=O)N1CCc1ccc(C(=O)O)cc1";"Ki";"'='";"802.0";"nM";"6.10";"";"";"UO_0000065";"17.15";"0.32";"1.49";"10.58";"0";"CHEMBL888229";"Displacement of [3H]PGE2 from human EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140010";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3307715";""
"CHEMBL385126";"";"0";"399.85";"1";"5.19";"12";"CC(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3";"Ki";"'='";"310.0";"nM";"6.51";"";"Antagonist";"UO_0000065";"16.28";"0.32";"1.32";"10.98";"0";"CHEMBL856877";"Binding affinity to human EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141416";"1";"Scientific Literature";"J. Med. Chem.";"2007";"CHEMBL3307715";""
"CHEMBL446098";"";"0";"428.55";"1";"6.92";"18";"CC(Cc1ccccc1-c1csc(-c2ccccc2OCc2ccccc2)c1)C(=O)O";"Ki";"'='";"5500.0";"nM";"5.26";"";"";"UO_0000065";"12.27";"0.23";"-1.66";"11.30";"0";"CHEMBL763186";"Affinity at human Prostanoid EP2 receptor in the human embryonic kidney (HEK) 293 cell line.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136332";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL124675";"";"0";"415.51";"1";"6.16";"21";"O=C(O)CNc1ccccc1-c1csc(-c2ccccc2OCc2ccccc2)c1";"Ki";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"13.48";"0.26";"-0.56";"9.57";"0";"CHEMBL763186";"Affinity at human Prostanoid EP2 receptor in the human embryonic kidney (HEK) 293 cell line.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136332";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";"None";""
"CHEMBL1237302";"";"0";"744.93";"None";"None";"2l/3l";"Cc1cccc(/C=C/Cc2ccccc2CC(=O)O)c1OCc1ccccc1.Cc1cccc(C/C=C/c2ccccc2CC(=O)O)c1OCc1ccccc1";"Ki";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"7.43";"None";"None";"None";"0";"CHEMBL839479";"Binding affinity for human prostanoid EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144264";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL424975";"";"0";"386.49";"1";"5.85";"6a";"Cc1cccc(CCCc2ccccc2/C=C/C(=O)O)c1OCc1ccccc1";"Ki";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"16.61";"0.30";"0.57";"13.80";"0";"CHEMBL839479";"Binding affinity for human prostanoid EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144264";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
"CHEMBL180343";"";"0";"388.51";"1";"5.77";"6c";"Cc1cccc(CCCc2ccccc2CCC(=O)O)c1OCc1ccccc1";"Ki";"'='";"940.0";"nM";"6.03";"";"";"UO_0000065";"15.51";"0.28";"0.26";"12.95";"0";"CHEMBL839479";"Binding affinity for human prostanoid EP2 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1881";"Prostanoid EP2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144264";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";"None";""
