"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4071738";"";"None";"417.55";"0";"4.72";"18";"O=C(NC12CC3CC(CC(C3)C1)C2)c1cc(-c2ccccc2)nn(C2CCCC2)c1=O";"Ki";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"20.01";"0.37";"3.64";"13.06";"0";"CHEMBL3998733";"Displacement of [3H]CP55940 from human CB2 receptor expressed in HEK293 EBNA cell membranes after 90 mins by liquid scintillation and luminescence counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997787";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4104545";"";"None";"419.50";"0";"4.41";"16";"C[C@H]1CC[C@H](NC(=O)c2cc(-c3ccccc3)nn(Cc3ccc(F)cc3)c2=O)CC1";"Ki";"'='";"66.0";"nM";"7.18";"";"";"UO_0000065";"17.12";"0.32";"2.77";"11.22";"0";"CHEMBL3998733";"Displacement of [3H]CP55940 from human CB2 receptor expressed in HEK293 EBNA cell membranes after 90 mins by liquid scintillation and luminescence counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3997787";"1";"Scientific Literature";"Eur J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL108392";"";"None";"446.72";"1";"8.00";"16";"CCCCCCC1(c2cc(O)c3c(c2)OC(C)(C)[C@@H]2CC=C(C)C[C@@H]32)SCCCS1";"Ki";"'='";"3.6";"nM";"8.44";"";"";"UO_0000065";"18.90";"0.38";"0.44";"28.66";"0";"CHEMBL925156";"Binding affinity to CB2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140633";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL2441475";"";"None";"378.52";"1";"5.62";"81";"CCCCCn1c2ccc(C(=O)N3CCCCC3)cc2c2ccc(OC)cc21";"Ki";"'='";"7.5";"nM";"8.12";"";"";"UO_0000065";"21.47";"0.40";"2.50";"23.57";"0";"CHEMBL2445749";"Displacement of [3H]-CP55940 from human CB2 receptor expressed in HEK293 cells after 1.5 hrs by microbeta liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440006";"1";"Scientific Literature";"Eur J Med Chem";"2013";"CHEMBL3307715";""
"CHEMBL2441473";"";"None";"369.47";"0";"4.86";"75";"O=C(c1ccc2c(c1)c1ccccc1n2Cc1cccnc1)N1CCCCC1";"Ki";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"16.84";"0.30";"1.36";"16.32";"0";"CHEMBL2445749";"Displacement of [3H]-CP55940 from human CB2 receptor expressed in HEK293 cells after 1.5 hrs by microbeta liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2440006";"1";"Scientific Literature";"Eur J Med Chem";"2013";"CHEMBL3307715";""
"CHEMBL3221198";"";"None";"398.92";"0";"4.99";"43";"O=C1/C(=C/c2cccc(OCc3ccc(Cl)cc3)c2)N=C2SCCCCN12";"Ki";"'='";"4150.0";"nM";"5.38";"";"";"UO_0000065";"13.49";"0.27";"0.39";"12.84";"0";"CHEMBL3222513";"Displacement of [3H]CP55,940 from human recombinant CB2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"Medchemcomm";"2014";"CHEMBL3307715";""
"CHEMBL3220949";"";"None";"308.41";"0";"3.27";"55";"O=C1N=C2SCCCN2C1(c1ccccc1)c1ccccc1";"Ki";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3222513";"Displacement of [3H]CP55,940 from human recombinant CB2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217528";"1";"Scientific Literature";"Medchemcomm";"2014";"CHEMBL3307715";""
"CHEMBL271782";"";"None";"479.84";"1";"6.61";"44";"Cc1c(C(=O)NC2CCCCC2)nn(-c2c(Cl)cc(Cl)cc2Cl)c1-n1c(C)ccc1C";"Ki";"'='";"390.0";"nM";"6.41";"";"";"UO_0000065";"13.36";"0.28";"-0.20";"12.36";"0";"CHEMBL933207";"Displacement of [3H]CP-55940 from human recombinant CB2 receptor expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142276";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";""
"CHEMBL3410833";"";"None";"383.49";"0";"4.34";"C03";"CCCCCOc1cc(/C=C/C(=O)NCCc2ccc(O)cc2)ccc1OC";"Ki";"'='";"4.797";"nM";"8.32";"";"";"UO_0000065";"21.69";"0.41";"3.98";"12.27";"0";"CHEMBL3411783";"Binding affinity to CB2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3407392";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL2170543";"";"None";"276.38";"0";"2.49";"34";"CCCCCn1cc(C(=O)NCC2CC2)c(=O)cc1C";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2175894";"Displacement of [3H]-CP55940 from human recombinant CB2 receptor expressed in CHO cells membrane by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL253";"Cannabinoid CB2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2169827";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3308072";""
